epoch,train_loss,train_accuracy,train_mean_iou,train_mean_dice,train_iou_Class_0,train_dice_Class_0,train_iou_Class_1,train_dice_Class_1,val_loss,val_accuracy,val_mean_iou,val_mean_dice,val_iou_Class_0,val_dice_Class_0,val_iou_Class_1,val_dice_Class_1,dataset,task
1,0.052352370359003544,0.8664096069335937,0.630699713781465,0.7503454630723732,0.8528274508445638,0.9205686697439898,0.4085719767183663,0.5801222564007565,0.04027077823877335,0.899329833984375,0.69582989676735,0.8053160913473745,0.8878691342009558,0.9406045346217795,0.5037906593337442,0.6700276480729693,kvasir_seg,segmentation
2,0.03648830449208617,0.9011181640625,0.690522174568469,0.8001055619398258,0.8907230471924666,0.9422036173040792,0.4903213019444713,0.6580075065755726,0.03291058890521526,0.90630615234375,0.7125169779426157,0.8186783265306682,0.895248129576989,0.9447292052221199,0.5297858263082423,0.6926274478392165,kvasir_seg,segmentation
3,0.0319636725448072,0.9092153930664062,0.7121629794651569,0.8177974557177821,0.8990788339427658,0.9468578322008323,0.525247124987548,0.6887370792347319,0.028960743695497514,0.918975830078125,0.7418579556311756,0.8411285462136529,0.9090140204081506,0.9523387577989625,0.5747018908542006,0.7299183346283432,kvasir_seg,segmentation
4,0.029825249575078486,0.9145260620117187,0.7268956179281085,0.8294585378263853,0.9045910130968565,0.949905787517075,0.5492002227593604,0.7090112881356957,0.02743032045662403,0.92275146484375,0.7555435240257306,0.8515476745903127,0.912704127661914,0.9543599707473858,0.5983829203895471,0.7487353784332396,kvasir_seg,segmentation
5,0.028430491294711827,0.9174478149414063,0.7349977454129679,0.8357312053039709,0.9076524284392807,0.9515909868149975,0.5623430623866551,0.7198714237929442,0.026908811703324317,0.919041748046875,0.7521158491316052,0.8494094085872299,0.9080518573049413,0.9518104592686846,0.5961798409582691,0.7470083579057754,kvasir_seg,segmentation
6,0.028425410678610204,0.9172750854492188,0.7354418530462357,0.8361308946485365,0.9073843324874581,0.9514436257365291,0.5634993736050131,0.720818163560544,0.02584736131131649,0.92741943359375,0.7564138448101307,0.851499854421492,0.9187951892792771,0.95767927125603,0.5940325003409845,0.7453204375869541,kvasir_seg,segmentation
7,0.027429290888831018,0.9210604858398438,0.7463432240300034,0.8444340677635924,0.9113422513540722,0.9536149276336465,0.5813441967059345,0.7352532078935384,0.02379140045493841,0.932381591796875,0.7807358079369007,0.8696316541529314,0.9232218199558507,0.9600783543284094,0.6382497959179505,0.7791849539774536,kvasir_seg,segmentation
8,0.02705126696266234,0.9228646850585938,0.7504416235612654,0.8474492640191513,0.913343022189369,0.9547091259613907,0.5875402249331617,0.7401894020769121,0.023562210574746133,0.933607177734375,0.7803220236168935,0.8691493127358405,0.9249056989323234,0.9609880623714042,0.6357383483014636,0.7773105631002767,kvasir_seg,segmentation
9,0.026109358575195075,0.9243411254882813,0.7546752540747161,0.850603702052844,0.914904155235296,0.9555613034041134,0.5944463529141362,0.7456461007015746,0.024839131534099577,0.926234130859375,0.7717255323741699,0.8636470482775475,0.9157571457049213,0.9560263395159722,0.6276939190434183,0.7712677570391228,kvasir_seg,segmentation
10,0.025186282927170397,0.92806396484375,0.7659136586108084,0.8588872351894559,0.9188124547728365,0.9576886500683179,0.6130148624487805,0.7600858203105938,0.022942607924342155,0.93240478515625,0.7845978362369956,0.8725299702059246,0.9228785114412162,0.9598926879155875,0.6463171610327749,0.7851672524962618,kvasir_seg,segmentation
11,0.025206529088318348,0.928604736328125,0.7658768884501499,0.8587772874603425,0.919534960028502,0.9580809718775306,0.6122188168717979,0.7594736030431544,0.02305402632802725,0.935037841796875,0.7883430411311414,0.8749708359695807,0.926099098335827,0.9616318279116458,0.6505869839264559,0.7883098440275156,kvasir_seg,segmentation
