epoch,train_loss,train_accuracy,train_mean_iou,train_mean_dice,train_iou_Class_0,train_dice_Class_0,train_iou_Class_1,train_dice_Class_1,val_loss,val_accuracy,val_mean_iou,val_mean_dice,val_iou_Class_0,val_dice_Class_0,val_iou_Class_1,val_dice_Class_1,dataset,task
1,0.05002771891080416,0.8505295973557693,0.42934457836226186,0.46783791920286716,0.8503412873002569,0.9191183195624939,0.008347869424266784,0.016557518843240363,0.16610528528690338,0.7525634765625,0.37972765755265764,0.4365516132836694,0.7521095756343884,0.8585188804325451,0.007345739470926892,0.01458434613479377,btcv,segmentation
2,0.04981368321638841,0.8748121995192307,0.44201318499242986,0.4758466686828682,0.874663908995253,0.9331421006168928,0.00936246098960674,0.018551236748843476,0.1640986204147339,0.8568115234375,0.43213412602673323,0.4689533709079081,0.856654038855819,0.9227933916905061,0.007614213197647453,0.015113350125310104,btcv,segmentation
3,0.049561069561884954,0.9100999098557693,0.45670206989380924,0.47977996057319544,0.9100728884864178,0.952919539324574,0.003331251301200682,0.006640381821816967,0.16293059289455414,0.90020751953125,0.453411671362176,0.48036162375704416,0.9001404751670424,0.9474462408763863,0.0066828675573096675,0.01327700663770205,btcv,segmentation
4,0.04933198140217708,0.9328049879807693,0.46985604362349703,0.4894996291362458,0.9327734250212638,0.9652175603676895,0.0069386622257302626,0.013781697904802048,0.16226360201835632,0.91534423828125,0.46087235066081206,0.4842936510951549,0.9152977099180745,0.9557759142908657,0.0064469914035496425,0.012811387899444028,btcv,segmentation
5,0.04911819329628578,0.9453312800480769,0.4733496928529723,0.48731798477617644,0.9453271730130243,0.9718953049412785,0.0013722126929203357,0.0027406646110743177,0.161751389503479,0.91986083984375,0.4610628992452338,0.4813993827697555,0.9198461632322822,0.9582498648575208,0.0022796352581854378,0.004548900681990227,btcv,segmentation
6,0.048995696581327,0.9546461838942307,0.48060710274346263,0.4949335095847848,0.9546325518467188,0.9767897817365119,0.006581653640206432,0.013077237433057736,0.16138723492622375,0.921875,0.46132543572828816,0.48045353688473014,0.9218702313317348,0.9593470113670859,0.00078064012484148,0.00156006240237441,btcv,segmentation
7,0.04879834560247568,0.967529296875,0.4849174968321869,0.494050546687464,0.9675268574844723,0.9834954514638518,0.0023081361799014346,0.004605641911076244,0.16107147932052612,0.92205810546875,0.461417910295217,0.480504938727407,0.9220533479770368,0.9594461557973913,0.0007824726133973026,0.0015637216574226956,btcv,segmentation
8,0.048666339654188887,0.9587590144230769,0.48073958124581934,0.49218885494290854,0.9587543668514354,0.9789429272773675,0.0027247956402032337,0.005434782608449512,0.1607559621334076,0.922607421875,0.46169535998874917,0.48065913946133754,0.9226026979129426,0.9597434757731927,0.0007880220645557113,0.0015748031494822988,btcv,segmentation
9,0.048480519881615274,0.9713604266826923,0.48600759840645885,0.49339082946089174,0.9713598888182031,0.9854719012270428,0.0006553079947145932,0.0013097576947406838,0.16039729118347168,0.9248046875,0.4624023437471777,0.48046676813647743,0.9248046874943554,0.9609335362729549,0.0,0.0,btcv,segmentation
10,0.04833053625546969,0.9735201322115384,0.488173498600657,0.4961115728087948,0.9735181428875113,0.9865813966758155,0.002828854313802768,0.005641748941774207,0.160074383020401,0.926025390625,0.463012695309674,0.48079604512460133,0.926025390619348,0.9615920902492027,0.0,0.0,btcv,segmentation
11,0.04828007404620831,0.9710411658653846,0.4868131562141901,0.4952340097481565,0.9710389903069434,0.9853067291740654,0.0025873221214367838,0.005161290322247658,0.15975768864154816,0.9278564453125,0.4639282226534184,0.48128917874855537,0.9278564453068368,0.9625783574971107,0.0,0.0,btcv,segmentation
12,0.04809768383319561,0.9751915564903846,0.4875957782442766,0.4937199904915677,0.9751915564885532,0.9874399809831353,0.0,0.0,0.15943296253681183,0.92987060546875,0.4649353027315372,0.4818305449239956,0.9298706054630744,0.9636610898479911,0.0,0.0,btcv,segmentation
13,0.0479965851857112,0.9756234975961539,0.4889640213326573,0.4961309427988952,0.9756221241412797,0.9876606586042782,0.0023059185240349024,0.004601226993512175,0.15917867422103882,0.93115234375,0.46557617187215833,0.48217446270391223,0.9311523437443167,0.9643489254078245,0.0,0.0,btcv,segmentation
14,0.047877761033865124,0.9679612379807693,0.4842732296797777,0.49244523502694415,0.9679606362781603,0.9837195098666033,0.0005858230813950894,0.0011709601872850726,0.15883088111877441,0.934326171875,0.4671630859346486,0.48302410702864124,0.9343261718692972,0.9660482140572825,0.0,0.0,btcv,segmentation
15,0.04767515109135555,0.9779710036057693,0.4889855018019663,0.4944314157396823,0.9779710036039326,0.9888628314793646,0.0,0.0,0.158513143658638,0.93585205078125,0.467926025387769,0.4834315981950265,0.935852050775538,0.966863196390053,0.0,0.0,btcv,segmentation
16,0.04762359765859751,0.9779334435096154,0.4889667217538894,0.49442181521207124,0.9779334435077788,0.9888436304241425,0.0,0.0,0.1582372933626175,0.93695068359375,0.4684753417940156,0.48372459429499376,0.9369506835880312,0.9674491885899875,0.0,0.0,btcv,segmentation
17,0.04746846510813786,0.9734262319711539,0.4867131159846629,0.4932670987138557,0.9734262319693258,0.9865341974277114,0.0,0.0,0.15794654190540314,0.9378662109375,0.46893310546588785,0.4839685039354836,0.9378662109317757,0.9679370078709671,0.0,0.0,btcv,segmentation
18,0.047276240128737226,0.9800368088942307,0.4900184044461951,0.4949588838404532,0.9800368088923902,0.9899177676809064,0.0,0.0,0.15765123069286346,0.93939208984375,0.47019721330807823,0.48537854981477785,0.9393883903989538,0.9687470493785014,0.001006036217202612,0.0020100502510542666,btcv,segmentation
