epoch,train_f1_none,train_recall_pituitary,train_accuracy,train_precision_meningioma,train_f1_pituitary,train_recall_meningioma,train_recall_none,train_f1_score,train_recall_glioma,train_precision_glioma,train_precision,train_loss,train_recall,train_f1_glioma,train_precision_pituitary,train_precision_none,train_f1_meningioma,val_f1_none,val_recall_pituitary,val_accuracy,val_precision_meningioma,val_f1_pituitary,val_recall_meningioma,val_recall_none,val_f1_score,val_recall_glioma,val_precision_glioma,val_precision,val_loss,val_recall,val_f1_glioma,val_precision_pituitary,val_precision_none,val_f1_meningioma,dataset,task
19,0.9752635847526359,0.9762834821428571,0.9661910451957546,0.9560044272274488,0.9753310104529617,0.956269028508165,0.9744732576985413,0.9661898448784113,0.9616396317404647,0.9624835454146555,0.9661894628358487,0.006899707070184573,0.9661910451957546,0.9620614035087719,0.974380395433027,0.9760551948051948,0.9561367095613671,0.9888535031847133,0.9830687830687831,0.9853809389935339,0.9830316742081447,0.9888238424693986,0.979706877113867,0.9936,0.98538353604295,0.9872727272727273,0.98014440433213,0.9854214620302403,0.00287593573114581,0.9853809389935339,0.9836956521739131,0.9946466809421841,0.9841521394611727,0.9813664596273292,brain_mri_nd5,classification
20,0.9709880300263746,0.9773995535714286,0.9623954452801012,0.9543315804040963,0.9721104481753851,0.9543315804040963,0.9696110210696921,0.9623775516968326,0.9530907496711969,0.9598233995584989,0.9623822786706044,0.007560058831277094,0.9623954452801012,0.9564452265728113,0.9668782776704389,0.9723689557090613,0.9543315804040963,0.9912490055688147,0.9915343915343915,0.9811639021647456,0.9906103286384976,0.9868351764086362,0.95152198421646,0.9968,0.9811014509302866,0.9872727272727273,0.9705093833780161,0.981302149035974,0.003610920357165134,0.9811639021647456,0.9788192879675529,0.9821802935010482,0.9857594936708861,0.9706728004600345,brain_mri_nd5,classification
21,0.973817738989243,0.9662388392857143,0.9578266676038518,0.9409015942825728,0.9635503617139677,0.9474121228895654,0.9720421393841167,0.9578368369799266,0.9517755370451556,0.9593460008837826,0.957867208732671,0.008365373950301508,0.9578266676038518,0.9555457746478874,0.9608768035516093,0.9755998373322489,0.9441456350848159,0.9865612648221344,0.9968253968253968,0.9842563958391903,0.989522700814901,0.9900157645822386,0.9582863585118376,0.9984,0.9841992816908001,0.9863636363636363,0.9863636363636363,0.9843403864550828,0.0032621262137136494,0.9842563958391903,0.9863636363636363,0.9832985386221295,0.975,0.9736540664375716,brain_mri_nd5,classification
22,0.9829545454545454,0.9757254464285714,0.9685808673648696,0.9552980132450332,0.9747735191637631,0.9582064766122336,0.9813614262560778,0.9685868156328321,0.9642700569925471,0.9663884007029877,0.9685959980665643,0.006365504418303792,0.9685808673648696,0.9653280667105552,0.973823447507658,0.9845528455284552,0.9567500345447009,0.9911929543634908,0.9978835978835979,0.9890357042451504,0.983127109111361,0.9936775553213909,0.9853438556933484,0.9904,0.9890304182994456,0.9836363636363636,0.9917506874427131,0.9890456661747866,0.002349770561002414,0.9890357042451504,0.9876768598813327,0.9895068205666316,0.9919871794871795,0.9842342342342343,brain_mri_nd5,classification
23,0.9815453254917866,0.9771205357142857,0.9695649117874464,0.9588738614407949,0.9748086290883786,0.9615278162192085,0.9805510534846029,0.9695647140021354,0.964050854888207,0.9687224669603525,0.9695721679843432,0.0059573290617247225,0.9695649117874464,0.966381015161503,0.9725076367675646,0.9825416159155501,0.9601990049751243,0.9911646586345382,0.9978835978835979,0.9867866179364633,0.9953542392566783,0.9952506596306069,0.9661781285231116,0.9872,0.9867783321508921,0.9936363636363637,0.9706927175843695,0.986970438043395,0.002422772127304185,0.9867866179364633,0.9820305480682839,0.9926315789473684,0.9951612903225806,0.9805491990846682,brain_mri_nd5,classification
24,0.9845904298459043,0.9832589285714286,0.9721656006185422,0.9626349294215334,0.9801140314281741,0.9626349294215334,0.9837925445705025,0.9721572871668643,0.9647084612012276,0.9687431212854941,0.9721569499141843,0.0056579726475651715,0.9721656006185422,0.9667215815485997,0.9769891876906016,0.9853896103896104,0.9626349294215334,0.9968,0.9947089947089947,0.9915659263424234,0.9942660550458715,0.9941829719725013,0.9774520856820744,0.9968,0.9915545537879201,0.9972727272727273,0.9847396768402155,0.9916035923094293,0.0015413537079125277,0.9915659263424234,0.99096657633243,0.9936575052854123,0.9968,0.9857873791927232,brain_mri_nd5,classification
25,0.9799310764240827,0.98046875,0.9711815561959655,0.9599779188517803,0.9803319849351374,0.9626349294215334,0.9793354943273906,0.9711844781751995,0.966242875931609,0.9679402722880984,0.9711889456583866,0.005519513854362676,0.9711815561959655,0.9670908293111014,0.9801952580195258,0.98052738336714,0.9613045881702598,0.9920382165605095,0.9957671957671957,0.9867866179364633,0.9820022497187851,0.9874081846799581,0.9842164599774521,0.9968,0.9867798905224346,0.9754545454545455,0.9972118959107806,0.986892925837906,0.002631457974823627,0.9867866179364633,0.9862132352941176,0.9791883454734651,0.9873217115689382,0.9831081081081081,brain_mri_nd5,classification
26,0.979128672745694,0.9801897321428571,0.9718141561819077,0.9632393587617468,0.9777344837183413,0.964572377525602,0.9789303079416531,0.9718102354922517,0.9671196843489698,0.9718061674008811,0.9718132859297123,0.005821171391545391,0.9718141561819077,0.969457262140189,0.9752915047196002,0.9793271179570329,0.9639054072742359,0.9951845906902087,0.9989417989417989,0.9890357042451504,0.9919816723940436,0.9900367068694285,0.9763246899661782,0.992,0.9890270938356303,0.9890909090909091,0.9881925522252498,0.9890950792677948,0.0020481891556049124,0.9890357042451504,0.9886415265788278,0.9812889812889813,0.998389694041868,0.9840909090909091,brain_mri_nd5,classification
27,0.9811702773840858,0.9815848214285714,0.9716032895199269,0.9616022099447514,0.9798078262080491,0.9634652643232771,0.9817666126418152,0.9715971612542535,0.9647084612012276,0.969596827495043,0.9715971957033757,0.00555165725646676,0.9716032895199269,0.9671464674211625,0.9780372532666111,0.9805746661270741,0.9625328356145445,0.9968,0.9862433862433863,0.9915659263424234,0.9887387387387387,0.9914893617021276,0.9898534385569335,0.9968,0.9915674946470169,0.9945454545454545,0.9864743011722272,0.9915942949084099,0.0016539884822698802,0.9915659263424234,0.990493435943866,0.9967914438502674,0.9968,0.9892957746478873,brain_mri_nd5,classification
28,0.9848147398258756,0.978515625,0.9735713783650805,0.964058612109483,0.9800195612686879,0.9651259341267645,0.9854132901134521,0.9735745141633975,0.9699693117053924,0.9691195795006571,0.973579211772597,0.0053947072480726825,0.9735713783650805,0.9695442594215601,0.9815281276238456,0.9842169162282477,0.9645919778699862,0.9967948717948718,0.9989417989417989,0.9921281979195952,0.984304932735426,0.9952556668423828,0.9898534385569335,0.9952,0.9921282146377112,0.9863636363636363,0.9954128440366973,0.9921529988847986,0.0017716374467645446,0.9921281979195952,0.9908675799086758,0.9915966386554622,0.9983948635634029,0.9870713884204609,brain_mri_nd5,classification
29,0.9812310797174572,0.9807477678571429,0.9736416672524074,0.9666944213155704,0.980337470366755,0.9640188209244396,0.9850081037277147,0.9736317859513254,0.969530907496712,0.9720879120879121,0.9736290181555142,0.005639423169483519,0.9736416672524074,0.9708077260755048,0.9799275160301087,0.9774829111379172,0.9653547671840355,0.9928172386272945,0.9947089947089947,0.9918470621310093,0.9843575418994414,0.9952355743779777,0.9932356257046223,0.9952,0.9918492052873259,0.9863636363636363,0.9954128440366973,0.9918762140110818,0.001743404637022132,0.9918470621310093,0.9908675799086758,0.9957627118644068,0.9904458598726115,0.9887766554433222,brain_mri_nd5,classification
30,0.9797652772157022,0.9801897321428571,0.9738525339143881,0.9673311184939092,0.9815590947191953,0.9670633822308331,0.9809562398703403,0.9738544603719166,0.9704077159140728,0.9693453032625355,0.9738580490807789,0.005178583224459884,0.9738525339143881,0.9698762186438822,0.9829322887520985,0.9785772029102667,0.96719723183391,0.9936305732484076,0.9957671957671957,0.9853809389935339,0.9766407119021134,0.9884453781512605,0.9898534385569335,0.9984,0.9853460925669227,0.9654545454545455,0.9943820224719101,0.985501791091697,0.003010409575328545,0.9853809389935339,0.9797047970479705,0.9812304483837331,0.9889064976228209,0.9832026875699889,brain_mri_nd5,classification
31,0.9884685413716366,0.9885602678571429,0.9819357559569832,0.9748618784530386,0.9877334820183997,0.9767506227511763,0.9898703403565641,0.9819321534993319,0.9765453748355984,0.9808454425363277,0.981933080219589,0.003451508891886192,0.9819357559569832,0.9786906854130053,0.9869080779944289,0.9870707070707071,0.9758053366514586,0.9943955164131305,0.9957671957671957,0.9935338768625246,0.9943246311010215,0.9920927780706379,0.9875986471251409,0.9936,0.9935332369169785,0.9963636363636363,0.9963636363636363,0.9935456908763677,0.001096921364323271,0.9935338768625246,0.9963636363636363,0.9884453781512605,0.9951923076923077,0.9909502262443439,brain_mri_nd5,classification
32,0.9912937841668354,0.9877232142857143,0.9856610669853096,0.9823204419889503,0.9874476987447699,0.9842236368668696,0.9918962722852512,0.985659855062157,0.9818062253397632,0.9843956043956044,0.9856603699587078,0.0028955762019054307,0.9856610669853096,0.983099209833187,0.9871723368655884,0.990692027519223,0.9832711184847228,0.9975980784627703,1.0,0.992690469496767,0.9965596330275229,0.995260663507109,0.979706877113867,0.9968,0.9926794259045415,0.9945454545454545,0.988256549232159,0.9927224913542487,0.0015052646693497764,0.992690469496767,0.991391028545537,0.9905660377358491,0.9983974358974359,0.9880613985218875,brain_mri_nd5,classification
33,0.9933130699088146,0.9913504464285714,0.9876291558304632,0.9838978345363687,0.9903832752613241,0.9809022972598949,0.9931118314424635,0.9876268494228815,0.987067075843928,0.9859864243485877,0.9876263817053615,0.0025062907513823483,0.9876291558304632,0.9865264541570818,0.9894179894179894,0.9935143899473045,0.9823977823977824,0.9984025559105432,0.9989417989417989,0.9935338768625246,0.9977116704805492,0.9957805907172996,0.9830890642615558,1.0,0.9935263000235208,0.9936363636363637,0.9891402714932127,0.9935549884683619,0.0010046691819131138,0.9935338768625246,0.9913832199546485,0.9926393270241851,0.9968102073365231,0.9903463940942646,brain_mri_nd5,classification
34,0.9923045767517213,0.9893973214285714,0.9865748225205595,0.9839335180055402,0.9885698355171453,0.9831165236645447,0.9927066450567261,0.9865732810384042,0.9837790442788251,0.9848584595128373,0.9865724203829354,0.002540508416258902,0.9865748225205595,0.9843184559710495,0.9877437325905293,0.9919028340080972,0.983524851169874,0.9975942261427426,1.0,0.9957829631712117,0.9977220956719818,0.9978880675818373,0.9875986471251409,0.9952,0.9957789110683606,0.9990909090909091,0.9918772563176895,0.9958002082268719,0.0008977233076738267,0.9957829631712117,0.9954710144927537,0.9957850368809273,1.0,0.9926345609065156,brain_mri_nd5,classification
35,0.9951397326852977,0.9930245535714286,0.9890349335770015,0.9872151195108394,0.9920557491289198,0.9831165236645447,0.9955429497568882,0.9890322711487458,0.987067075843928,0.9857705779334501,0.9890325794481262,0.002219529985284611,0.9890349335770015,0.9864184008762322,0.9910888331940964,0.9947368421052631,0.9851615587297184,0.9984,0.9989417989417989,0.9929716052853528,0.9954233409610984,0.9915966386554622,0.9808342728297632,0.9984,0.9929656479099522,0.9945454545454545,0.9954504094631483,0.9930151621996478,0.0012102711014404595,0.9929716052853528,0.9949977262391997,0.9843587069864442,0.9984,0.9880749574105622,brain_mri_nd5,classification
36,0.9927095990279465,0.9891183035714286,0.9863639558585787,0.984683932052353,0.9878779434304027,0.9786880708552449,0.9931118314424635,0.9863597639412419,0.9866286716352477,0.9842554122020556,0.9863619776041495,0.0026797685842216315,0.9863639558585787,0.98544061302682,0.9866406902310048,0.9923076923076923,0.9816768461965575,0.9976019184652278,0.9989417989417989,0.9974697779027271,1.0,0.9984135378106822,0.9943630214205186,0.9984,0.9974696914143018,0.9981818181818182,0.9954669084315503,0.9974750937103709,0.0005847536898063126,0.9974697779027271,0.9968225147526101,0.9978858350951374,0.9968051118210862,0.9971735443753533,brain_mri_nd5,classification
37,0.9941259874417663,0.9893973214285714,0.9879103113797708,0.9869444444444444,0.9888455103179029,0.983393301965126,0.9943273905996759,0.987909249275307,0.9868478737395879,0.9851203501094092,0.9879104669328405,0.0024549753739712787,0.9879103113797708,0.9859833552343408,0.9882943143812709,0.9939246658566221,0.9851656730902537,0.9991993594875901,1.0,0.9983131852684847,0.9988700564971752,0.9984152139461173,0.9966178128523112,0.9984,0.9983131064162163,0.9981818181818182,0.9981818181818182,0.9983152189440204,0.0003707901596580963,0.9983131852684847,0.9981818181818182,0.9968354430379747,1.0,0.9977426636568849,brain_mri_nd5,classification
38,0.9943296881328473,0.9905133928571429,0.988542911365713,0.9855995569094433,0.9902370990237099,0.9850539717686133,0.9947325769854133,0.9885420247164987,0.9864094695309075,0.9868421052631579,0.9885413022530933,0.0022082909643575347,0.988542911365713,0.986625739969305,0.9899609592861126,0.9939271255060729,0.9853266888150609,0.9975980784627703,0.9978835978835979,0.9960640989597975,0.9943693693693694,0.9963021658742737,0.9954904171364148,0.9968,0.9960643059485119,0.9945454545454545,0.9972652689152234,0.9960673732522024,0.0008336730724562903,0.9960640989597975,0.9959035047792444,0.9947257383966245,0.9983974358974359,0.9949295774647887,brain_mri_nd5,classification
39,0.9923014586709886,0.9905133928571429,0.9881211780417516,0.9853266888150609,0.9899609592861126,0.9850539717686133,0.9923014586709886,0.9881206701415105,0.9864094695309075,0.9870585654748848,0.9881203954325513,0.0023398309936613505,0.9881211780417516,0.9867339107553996,0.9894091415830546,0.9923014586709886,0.9851903114186851,0.9975980784627703,0.9978835978835979,0.9969075063255552,0.9954954954954955,0.9978835978835979,0.9966178128523112,0.9968,0.9969077230447617,0.9963636363636363,0.9963636363636363,0.9969083221648586,0.0005855562745631518,0.9969075063255552,0.9963636363636363,0.9978835978835979,0.9983974358974359,0.9960563380281691,brain_mri_nd5,classification
40,0.9929106744986834,0.9935825892857143,0.9881914669290786,0.9874860956618465,0.9919220055710306,0.9828397453639635,0.9931118314424635,0.9881883495683907,0.9855326611135466,0.9846692947875603,0.9881895461649374,0.002227112210626745,0.9881914669290786,0.9851007887817704,0.9902669632925473,0.9927095990279465,0.9851574420862811,0.9975942261427426,0.9989417989417989,0.9971886421141412,0.997737556561086,0.9984135378106822,0.9943630214205186,0.9952,0.9971884150195364,0.9990909090909091,0.9945701357466064,0.9971949609659418,0.000736033710814775,0.9971886421141412,0.9968253968253968,0.9978858350951374,1.0,0.9960474308300395,brain_mri_nd5,classification
41,0.9943273905996759,0.9899553571428571,0.98861320025304,0.9872186718532926,0.9899553571428571,0.983393301965126,0.9943273905996759,0.9886123221823676,0.9886014905743095,0.9855769230769231,0.9886148158067666,0.0021915036165091194,0.98861320025304,0.9870868899102648,0.9899553571428571,0.9943273905996759,0.9853022739877981,0.9991993594875901,0.9989417989417989,0.9977509136913129,0.9988674971687429,0.996832101372756,0.9943630214205186,0.9984,0.997750867957376,0.9990909090909091,0.9981834695731153,0.9977560757196224,0.0006662847327331847,0.9977509136913129,0.9986369831894594,0.9947312961011591,1.0,0.9966101694915255,brain_mri_nd5,classification
42,0.9937285049565041,0.9927455357142857,0.9886834891403669,0.9853022739877981,0.9910863509749304,0.983393301965126,0.9951377633711507,0.9886796640400738,0.9861902674265673,0.9887912087912087,0.9886794935939486,0.0021764421306513966,0.9886834891403669,0.9874890254609306,0.9894327030033371,0.9923232323232323,0.9843468624463222,0.9968,1.0,0.9977509136913129,0.9977426636568849,0.9989429175475687,0.9966178128523112,0.9968,0.9977504948446925,0.9972727272727273,0.9981801637852593,0.9977509549317622,0.000514986310662228,0.9977509136913129,0.9977262391996362,0.9978880675818373,0.9968,0.9971799210377891,brain_mri_nd5,classification
43,0.9937183383991894,0.9919084821428571,0.9893160891263091,0.9861380648738564,0.9912170639899623,0.9845004151674509,0.993517017828201,0.9893151169044275,0.9888206926786497,0.988387379491674,0.989314777558545,0.0020949257796577807,0.9893160891263091,0.9886039886039886,0.9905266090833101,0.9939197405755978,0.9853185595567867,0.9975942261427426,0.9989417989417989,0.9971886421141412,0.9988674971687429,0.9989417989417989,0.9943630214205186,0.9952,0.9971897341711164,0.9990909090909091,0.992773261065944,0.9972015904304788,0.0004798247135692228,0.9971886421141412,0.995922066153149,0.9989417989417989,1.0,0.9966101694915255,brain_mri_nd5,classification
