train_loss,val_loss,train_accuracy,val_accuracy,train_dice,val_dice,train_iou,val_iou
0.07485672198235989,0.06294791251420975,0.8717910766601562,0.9950439453125,0.4661665929042472,0.49875790839100226,0.43610030418294227,0.49752197265594633
0.0634193429723382,0.05862063243985176,0.9955917358398437,0.997882080078125,0.49889549949492723,0.499469958726893,0.4977958679198459,0.49894104003875794
0.056250305473804475,0.0532518595457077,0.9982833862304688,0.997991943359375,0.49957047789579995,0.4994974812966817,0.4991416931151582,0.4989959716793829
0.05074331779032946,0.04947075992822647,0.9983596801757812,0.997991943359375,0.49958958343669474,0.4994974812966817,0.49917984008781446,0.4989959716793829
0.046523156203329565,0.045798175036907196,0.9983718872070313,0.997991943359375,0.499592640187859,0.4994974812966817,0.49918594360343943,0.4989959716793829
0.04340138081461191,0.04255485385656357,0.9983718872070313,0.997991943359375,0.499592640187859,0.4994974812966817,0.49918594360343943,0.4989959716793829
0.040912237204611304,0.040021637082099916,0.9983718872070313,0.997991943359375,0.499592640187859,0.4994974812966817,0.49918594360343943,0.4989959716793829
0.03897241186350584,0.038308685272932054,0.9983718872070313,0.997991943359375,0.499592640187859,0.4994974812966817,0.49918594360343943,0.4989959716793829
0.03753380384296179,0.037091021239757535,0.9983734130859375,0.997991943359375,0.4995930222791288,0.4994974812966817,0.4991867065428926,0.4989959716793829
0.036450296826660636,0.03606480211019516,0.9983688354492187,0.997991943359375,0.49959187600356897,0.4994974812966817,0.4991844177245332,0.4989959716793829
0.03551748618483543,0.03497728854417801,0.998370361328125,0.997991943359375,0.4995922580960057,0.4994974812966817,0.4991851806639863,0.4989959716793829
0.0348157862201333,0.034462830424308775,0.99837646484375,0.997991943359375,0.4995937864599178,0.4994974812966817,0.4991882324217988,0.4989959716793829
0.03415391445159912,0.03374417945742607,0.998370361328125,0.997991943359375,0.4995922580960057,0.4994974812966817,0.4991851806639863,0.4989959716793829
0.033632675930857656,0.03369989320635795,0.998370361328125,0.997991943359375,0.4995922580960057,0.4994974812966817,0.4991851806639863,0.4989959716793829
0.03320490121841431,0.03328280821442604,0.9983734130859375,0.997991943359375,0.4995930222791288,0.4994974812966817,0.4991867065428926,0.4989959716793829
0.032900570705533025,0.03254563733935356,0.9983734130859375,0.997991943359375,0.4995930222791288,0.4994974812966817,0.4991867065428926,0.4989959716793829
0.03265678668394685,0.03211413435637951,0.9983551025390625,0.9981689453125,0.5217515419973915,0.5805473222303077,0.5105102488144257,0.5431572588920005
0.032373569905757904,0.03208832740783692,0.9984390258789062,0.9990478515625,0.6681122129131845,0.8542391847593468,0.6005442226526947,0.7740898469610252
0.031859325245022774,0.03161977604031563,0.9985061645507812,0.9985107421875,0.7552425446809377,0.8382511631624778,0.6709493460312734,0.7552542057387921
0.031741018127650025,0.03152807094156742,0.9984817504882812,0.99866943359375,0.7258169387748862,0.8491141355721747,0.6453997160722289,0.7679111825195504
0.03161910148337484,0.031179990619421005,0.998272705078125,0.99906005859375,0.7325863446061474,0.8767613699245242,0.6510422200999552,0.8020934538468191
0.031282548978924754,0.031095606088638306,0.998443603515625,0.99888916015625,0.7491191363856754,0.8575342465192815,0.6654515645534276,0.7780326103961037
0.031192276906222106,0.03071358650922775,0.9982879638671875,0.998077392578125,0.7468685620931506,0.8140057320399174,0.6634161547144376,0.7284185704134883
0.03075898243114352,0.03067903071641922,0.9984649658203125,0.998486328125,0.7837357297138503,0.8381623596529733,0.6976729538231936,0.7551474728802846
0.030974930711090566,0.030462614819407464,0.9980560302734375,0.99853515625,0.738018849776275,0.8387750445473446,0.6556309262492738,0.7558587374145861
0.03068849751725793,0.030460632219910622,0.998370361328125,0.99884033203125,0.7438448138372158,0.8688554447069772,0.6607815042438429,0.791995635152526
0.030571123026311396,0.02995862439274788,0.9983749389648438,0.998846435546875,0.7644936937159759,0.8700813361827986,0.6793669050761184,0.7935399126910838
0.030343009065836667,0.02975858114659786,0.9984954833984375,0.99896240234375,0.7841511851438839,0.8786574225359123,0.6980863339468898,0.8045262290033934
0.03014220530167222,0.02973620630800724,0.998590087890625,0.9989501953125,0.788880508142987,0.879625242204339,0.7027603433204456,0.8057805310242574
0.030002155248075722,0.029696497321128845,0.9985626220703125,0.998980712890625,0.7992144781612096,0.8756733312913084,0.7131323000096079,0.800680044360434
0.03030793871730566,0.029735958948731423,0.9982925415039062,0.998748779296875,0.7446749250106612,0.8613599001142498,0.6614871504912083,0.7826714618259205
0.029898917861282827,0.029610655456781387,0.998504638671875,0.998980712890625,0.7923496804605081,0.8785545106105961,0.7061893280498984,0.8043960852633123
0.029912633914500476,0.029544267803430557,0.9984954833984375,0.99903564453125,0.7644133447333841,0.8865778806717735,0.6793249755999369,0.8149375870232368
0.029628861416131257,0.029488274455070497,0.9986801147460938,0.998883056640625,0.8083824173544849,0.8762383498508286,0.7226279013932325,0.801388627569748
0.02957015298306942,0.029763131216168404,0.9987167358398438,0.99825439453125,0.8088025657493666,0.8328957862503737,0.7230764915409995,0.7491256709881858
0.02945539616048336,0.02947179451584816,0.9985824584960937,0.99918212890625,0.7912555986268119,0.8917306284293814,0.7051169980140162,0.8218716240606829
0.029510872438549995,0.02928224727511406,0.9987579345703125,0.99893798828125,0.8073449361574365,0.8765044619883288,0.7215626500967159,0.8017408578357311
0.029341616481542588,0.029185541719198228,0.99853515625,0.999163818359375,0.8001318687023111,0.8912327065098059,0.7140617781169557,0.8211958611768138
0.029345736280083655,0.029087280109524726,0.9986907958984375,0.999163818359375,0.7990173466199386,0.8983090415400128,0.7129629155935708,0.8308620097056258
0.029269460402429105,0.029205449298024176,0.998699951171875,0.99876708984375,0.8134856082552289,0.8692000865648087,0.7280116830179506,0.7924152537777036
0.029211920499801636,0.02914794459939003,0.9985504150390625,0.999151611328125,0.8013898616084387,0.8878712359618349,0.7153533072041202,0.8166804438515292
0.029080640524625778,0.029131509736180304,0.9988632202148438,0.99910888671875,0.8267009389356427,0.8914681571063732,0.7423571548285383,0.8215049436960931
