epoch,train_loss,val_loss,train_accuracy,val_accuracy,dataset,task
44,0.010514527304877893,0.00562458956221756,0.8921507391213824,0.9450457951706911,pmram,classification
45,0.011571991376620691,0.005837003843894509,0.8856964397251718,0.9425478767693589,pmram,classification
46,0.010355104286826304,0.005733584679607349,0.8904851134707474,0.9458784346378019,pmram,classification
47,0.010041119577721856,0.006562224211641196,0.8933999583593587,0.9350541215653622,pmram,classification
48,0.010176455351137604,0.005175396827957613,0.888611284613783,0.9492089925062448,pmram,classification
49,0.009995633359690545,0.005491899452067533,0.9027691026441808,0.9425478767693589,pmram,classification
50,0.009421438572867423,0.005723333549216625,0.9015198834062045,0.9425478767693589,pmram,classification
51,0.009829674338812931,0.004867211027655574,0.8958983968353113,0.9525395503746877,pmram,classification
52,0.008620718713169566,0.004706999977165019,0.9065167603581095,0.95503746877602,pmram,classification
53,0.009392880483478302,0.004574533902437463,0.9029773058505101,0.9575353871773522,pmram,classification
54,0.008603691399351845,0.004352571633485434,0.911721840516344,0.9542048293089093,pmram,classification
55,0.008660226401043216,0.004315535177311532,0.9108890276910264,0.958368026644463,pmram,classification
56,0.008774478949471462,0.004748567524711159,0.9065167603581095,0.9533721898417985,pmram,classification
57,0.009011774146070387,0.004895137720659908,0.9106808244846971,0.9475437135720233,pmram,classification
58,0.007643395122710725,0.003767050289355845,0.9208827815948366,0.9633638634471274,pmram,classification
59,0.0078361093751309,0.003687826652144959,0.9152612950239434,0.9608659450457951,pmram,classification
60,0.007570773991363485,0.003475246937025794,0.921715594420154,0.9691923397169026,pmram,classification
61,0.007675706581686676,0.00404990243288897,0.926087861753071,0.9600333055786844,pmram,classification
62,0.007545823528788721,0.0034364712371069825,0.9237976264834479,0.9625312239800167,pmram,classification
63,0.007358401923031452,0.0039834132096997705,0.9269206745783886,0.9600333055786844,pmram,classification
64,0.006848035332543786,0.003772706302855285,0.9283780970226941,0.9641965029142381,pmram,classification
65,0.00672082421405723,0.0034365257082334864,0.929419113054341,0.9683597002497918,pmram,classification
66,0.006832575363456247,0.003410304030349213,0.9267124713720591,0.9641965029142381,pmram,classification
67,0.0070673147336272136,0.00336967346310417,0.9312929419113054,0.9625312239800167,pmram,classification
68,0.007281114597221774,0.003001429033554861,0.9265042681657297,0.9725228975853455,pmram,classification
69,0.006206510513970504,0.0029174466598019017,0.9317093483239642,0.9700249791840133,pmram,classification
70,0.0068574219547691455,0.003046093640428697,0.9331667707682698,0.9716902581182348,pmram,classification
71,0.005894996343727735,0.0032276505624548183,0.9364980220695399,0.9716902581182348,pmram,classification
72,0.006693580713919642,0.0029048425060922557,0.9331667707682698,0.9708576186511241,pmram,classification
73,0.006478742925733694,0.002831085685091551,0.9362898188632105,0.9716902581182348,pmram,classification
74,0.006008096366217924,0.002610047392820091,0.9364980220695399,0.9708576186511241,pmram,classification
75,0.0064022181702608275,0.002420589358054976,0.9398292733708099,0.9783513738551207,pmram,classification
76,0.005874217486126508,0.0023499455005954097,0.9410784926087862,0.97751873438801,pmram,classification
77,0.005965189513050961,0.0024824784258279725,0.9381636477201749,0.9708576186511241,pmram,classification
78,0.005474903939752164,0.0023725064444998518,0.9406620861961275,0.9766860949208993,pmram,classification
79,0.005073411272291514,0.001935086759748705,0.9462835727670206,0.9783513738551207,pmram,classification
80,0.005991895227240643,0.0022455706516223387,0.9394128669581512,0.97751873438801,pmram,classification
81,0.005167579402836467,0.0019284313180942172,0.9483656048303144,0.9791840133222315,pmram,classification
82,0.005501912836960373,0.0018743567205934501,0.9429523214657506,0.9825145711906744,pmram,classification
83,0.004708475427666779,0.001702392480408247,0.9527378721632314,0.9800166527893422,pmram,classification
84,0.004958796937812865,0.0017323266873004335,0.9525296689569019,0.9800166527893422,pmram,classification
85,0.004459254902035352,0.00162376505830678,0.9548199042265251,0.9816819317235637,pmram,classification
86,0.005140220559086374,0.0015887741922640509,0.9500312304809494,0.9800166527893422,pmram,classification
87,0.005318214510519592,0.0015893739560536798,0.9475327920049968,0.9800166527893422,pmram,classification
88,0.004280573280569683,0.0018988958739060645,0.959192171559442,0.9825145711906744,pmram,classification
89,0.004343764091408113,0.0023216770622230985,0.9556527170518426,0.9800166527893422,pmram,classification
90,0.004560878624053342,0.001537882984630596,0.9541952946075369,0.9833472106577852,pmram,classification
91,0.004401177631323843,0.0017365121230681572,0.9550281074328545,0.97751873438801,pmram,classification
92,0.004169169121446888,0.0016419934965732146,0.9600249843847595,0.984179850124896,pmram,classification
93,0.004170777881721606,0.0015014761005784946,0.9581511555277952,0.9875104079933389,pmram,classification
94,0.00473713249242693,0.0018153456353786387,0.9521132625442432,0.97751873438801,pmram,classification
95,0.004101871688410643,0.0010570427302044694,0.9558609202581719,0.9925062447960034,pmram,classification
96,0.0044025243177557025,0.0008997263805204064,0.9583593587341245,0.9916736053288926,pmram,classification
97,0.004099993502070447,0.0011417232488718607,0.9587757651467833,0.9866777685262281,pmram,classification
98,0.00405355277210443,0.001426734918919233,0.9552363106391838,0.9891756869275604,pmram,classification
99,0.003685364766209672,0.0011586184471110495,0.9616906100353946,0.9850124895920067,pmram,classification
100,0.0035070469625241465,0.0014998830671109674,0.962523422860712,0.9850124895920067,pmram,classification
101,0.003502762740669497,0.0015238899276975688,0.9658546741619821,0.9858451290591174,pmram,classification
102,0.0033200060186297626,0.001155351990404276,0.9648136581303353,0.9858451290591174,pmram,classification
103,0.0037676442077904226,0.0010576359390651034,0.9662710805746408,0.9891756869275604,pmram,classification
104,0.0033222852942679025,0.0011285733661112638,0.9650218613366646,0.9883430474604497,pmram,classification
105,0.003521195536546445,0.0012555182969614827,0.9687695190505934,0.9883430474604497,pmram,classification
106,0.0025919011482620287,0.0010287933266581307,0.9710597543202165,0.9883430474604497,pmram,classification
107,0.0027354158063686946,0.0009466285307850568,0.9714761607328752,0.9883430474604497,pmram,classification
108,0.0036597803437247774,0.001207650399888609,0.9618988132417239,0.9866777685262281,pmram,classification
109,0.002840990690247245,0.0010774089886165603,0.9677285030189465,0.9900083263946711,pmram,classification
110,0.003118872433197348,0.0010435338829799892,0.9698105350822402,0.9891756869275604,pmram,classification
111,0.003079969832513116,0.0010873229370036044,0.9671038933999584,0.9900083263946711,pmram,classification
112,0.002668113260432353,0.0013519343563342323,0.9733499895898396,0.9858451290591174,pmram,classification
113,0.0031082838284700654,0.0011377452409746347,0.9698105350822402,0.9891756869275604,pmram,classification
114,0.002912300580731676,0.001074639691053878,0.9689777222569228,0.9900083263946711,pmram,classification
115,0.0027973431934954105,0.0014119033180611468,0.9702269414948991,0.9883430474604497,pmram,classification
116,0.0030508752194449056,0.0009776726254586946,0.9648136581303353,0.9891756869275604,pmram,classification
117,0.003137730249174074,0.000933253291612809,0.9654382677493233,0.9916736053288926,pmram,classification
118,0.003461271078934086,0.001253146882154215,0.9641890485113471,0.9891756869275604,pmram,classification
119,0.003077943154685153,0.0011711092758846223,0.9691859254632521,0.9916736053288926,pmram,classification
120,0.003258574356786657,0.001278402528444074,0.9658546741619821,0.9908409658617818,pmram,classification
121,0.002659105036460839,0.0008633558347210177,0.9700187382885697,0.9933388842631141,pmram,classification
122,0.003331896220435674,0.0009679905316101497,0.9671038933999584,0.9900083263946711,pmram,classification
123,0.0034955473446665135,0.0011375775811984378,0.9702269414948991,0.9891756869275604,pmram,classification
124,0.0029439432497050783,0.0012164647614569416,0.9693941286695815,0.9891756869275604,pmram,classification
125,0.003678083981928504,0.0014832839835047424,0.9687695190505934,0.9875104079933389,pmram,classification
126,0.003026140626991494,0.0010494087215165587,0.9679367062252758,0.9908409658617818,pmram,classification
127,0.0031725687555373087,0.0010601131196640164,0.968561315844264,0.9900083263946711,pmram,classification
128,0.002658941734340969,0.0011653339499599928,0.9710597543202165,0.9925062447960034,pmram,classification
129,0.003075247435215275,0.0010394219702247725,0.9700187382885697,0.9900083263946711,pmram,classification
130,0.0026613304631169107,0.0008261645619690008,0.9725171767645222,0.9933388842631141,pmram,classification
131,0.003813053618662033,0.0012854609519613908,0.9675202998126171,0.9875104079933389,pmram,classification
132,0.002923022659079354,0.0009192795377165749,0.9687695190505934,0.9916736053288926,pmram,classification
133,0.0029651156070911893,0.0010294710467418317,0.968561315844264,0.9908409658617818,pmram,classification
134,0.0029000123763426302,0.0009729607840325314,0.9718925671455341,0.9900083263946711,pmram,classification
135,0.0027726630824430926,0.0009894781491232975,0.9706433479075578,0.9925062447960034,pmram,classification
136,0.003255026310863791,0.0011948523351838882,0.9691859254632521,0.9875104079933389,pmram,classification
137,0.0029574706110162474,0.0011259194897359035,0.9673120966062877,0.9900083263946711,pmram,classification
138,0.002820628239466263,0.0012964368458576717,0.9696023318759109,0.9900083263946711,pmram,classification
139,0.0033274555047336043,0.0011120799147244,0.9664792837809703,0.9891756869275604,pmram,classification
140,0.002826699223507032,0.0012032124146021945,0.9702269414948991,0.9883430474604497,pmram,classification
141,0.0033056897517660558,0.0014191401132121124,0.9718925671455341,0.9891756869275604,pmram,classification
142,0.003367430220483918,0.0009691894204075837,0.9654382677493233,0.9908409658617818,pmram,classification
143,0.0028396955793659477,0.000984124436456521,0.9731417863835103,0.9900083263946711,pmram,classification
144,0.003017535585848614,0.0009975783948745457,0.9679367062252758,0.9900083263946711,pmram,classification
145,0.0034196590054597974,0.0010822929517923545,0.9693941286695815,0.9908409658617818,pmram,classification
146,0.002458821489579794,0.0010318766368613529,0.9748074120341453,0.9908409658617818,pmram,classification
147,0.002729961394811099,0.0010981686175998602,0.9731417863835103,0.9908409658617818,pmram,classification
148,0.0029055513006247397,0.0012043871666552138,0.9714761607328752,0.9875104079933389,pmram,classification
149,0.003063933312266215,0.0008889983427927184,0.9681449094316052,0.9900083263946711,pmram,classification
150,0.0028478791333219977,0.00094174246922551,0.9691859254632521,0.9925062447960034,pmram,classification
151,0.0027636064043144075,0.001288541309616151,0.9721007703518634,0.9883430474604497,pmram,classification
152,0.0027173409882607917,0.0012925962291713757,0.9702269414948991,0.9891756869275604,pmram,classification
153,0.0030921944379248075,0.0009997357877217959,0.9666874869872996,0.9908409658617818,pmram,classification
154,0.0030113428270910807,0.000983594625577219,0.9716843639392047,0.9925062447960034,pmram,classification
155,0.0035205755246849315,0.001022955863740447,0.9683531126379347,0.9908409658617818,pmram,classification
156,0.0025618369516317604,0.001082586025377948,0.9743910056214866,0.9916736053288926,pmram,classification
157,0.0029888022995441252,0.0012206020478087848,0.9687695190505934,0.9900083263946711,pmram,classification
158,0.003125539240308064,0.0008626612999416782,0.9733499895898396,0.9941715237302248,pmram,classification
159,0.00289810654583542,0.0007921006484189808,0.9710597543202165,0.9916736053288926,pmram,classification
160,0.0032391710682756008,0.0012069559290843839,0.9656464709556527,0.9908409658617818,pmram,classification
161,0.002701726402756189,0.001106807374652106,0.9721007703518634,0.9875104079933389,pmram,classification
162,0.0030855408492733694,0.0010018500074477467,0.9725171767645222,0.9916736053288926,pmram,classification
163,0.0031854878420170376,0.0009039433174406013,0.9683531126379347,0.9900083263946711,pmram,classification
164,0.0026637196892575,0.0011024075311350386,0.9723089735581928,0.9908409658617818,pmram,classification
165,0.0030606524737068212,0.0010802333342449602,0.9710597543202165,0.9900083263946711,pmram,classification
166,0.0027779412333018396,0.0009954098616335092,0.9704351447012284,0.9908409658617818,pmram,classification
167,0.0029116988546801946,0.0013013025955122576,0.9689777222569228,0.9875104079933389,pmram,classification
168,0.003278412002837043,0.0012730500241315038,0.9671038933999584,0.9925062447960034,pmram,classification
169,0.002948319822722007,0.0010911618653284719,0.9725171767645222,0.9908409658617818,pmram,classification
170,0.0034339085830925853,0.001021965008056866,0.9650218613366646,0.9916736053288926,pmram,classification
171,0.003222866485135014,0.0010895554242278764,0.9700187382885697,0.9916736053288926,pmram,classification
172,0.0025113104439669974,0.0011455423546044604,0.9760566312721216,0.9891756869275604,pmram,classification
173,0.0031147303836090152,0.0008985082673949564,0.9691859254632521,0.9900083263946711,pmram,classification
174,0.003017683548462278,0.0010165215012765522,0.9679367062252758,0.9916736053288926,pmram,classification
175,0.002876054545527651,0.0010423774201520637,0.9691859254632521,0.9883430474604497,pmram,classification
176,0.002856560060094174,0.0011949867130699975,0.9675202998126171,0.9891756869275604,pmram,classification
177,0.0032112869053424436,0.00090899782799662,0.9660628773683114,0.9900083263946711,pmram,classification
178,0.003566264668122778,0.0009281024289124341,0.9654382677493233,0.9908409658617818,pmram,classification
179,0.0025417388199847762,0.0010528944754161927,0.9731417863835103,0.9900083263946711,pmram,classification
180,0.002881131637890909,0.0012944357843447684,0.9716843639392047,0.9891756869275604,pmram,classification
181,0.0025265968532493257,0.0012819755019435502,0.9727253799708515,0.9908409658617818,pmram,classification
182,0.0029353688507085477,0.001371954119710762,0.9691859254632521,0.9891756869275604,pmram,classification
183,0.0032633354346567073,0.0012045286616758691,0.9706433479075578,0.9900083263946711,pmram,classification
184,0.00295635509501903,0.001319333220204706,0.9706433479075578,0.9883430474604497,pmram,classification
185,0.003181425286569407,0.0011334480470795493,0.9698105350822402,0.9908409658617818,pmram,classification
186,0.00336619060640806,0.000954536261749636,0.968561315844264,0.9941715237302248,pmram,classification
187,0.002998806938840037,0.001212744843711042,0.9641890485113471,0.9908409658617818,pmram,classification
188,0.0030882321875472596,0.0011959154706302532,0.968561315844264,0.9883430474604497,pmram,classification
189,0.0032306564381850648,0.0010114472150433496,0.9729335831771809,0.9900083263946711,pmram,classification
190,0.003019111289334637,0.0010227688743680915,0.9696023318759109,0.9891756869275604,pmram,classification
191,0.0026324406497831203,0.0011643122302579208,0.9710597543202165,0.9900083263946711,pmram,classification
192,0.0029886697081400286,0.0011440800469163976,0.9675202998126171,0.9891756869275604,pmram,classification
193,0.0034340528319290213,0.0008578253712204226,0.9687695190505934,0.9933388842631141,pmram,classification
194,0.003210173517154569,0.0010748740392647913,0.9710597543202165,0.9900083263946711,pmram,classification
195,0.0030210983142812853,0.0009178751534848264,0.9687695190505934,0.9900083263946711,pmram,classification
196,0.0033343634211855577,0.00111960217652906,0.9681449094316052,0.9900083263946711,pmram,classification
197,0.003029515793131691,0.0010957905687670921,0.9677285030189465,0.9925062447960034,pmram,classification
198,0.0030355588948909077,0.0009643998515437808,0.9681449094316052,0.9891756869275604,pmram,classification
199,0.002746406550870717,0.001170951610959936,0.9710597543202165,0.9891756869275604,pmram,classification
200,0.0024754846699895734,0.0009753447957336903,0.9718925671455341,0.9925062447960034,pmram,classification
201,0.0028146073317076516,0.0011387508751035083,0.9727253799708515,0.9900083263946711,pmram,classification
202,0.002870561572576305,0.0010404780328345114,0.9704351447012284,0.9900083263946711,pmram,classification
203,0.0029951434062517345,0.0009083176954695141,0.9708515511138871,0.9883430474604497,pmram,classification
204,0.0031945523529602615,0.001231092698895353,0.9673120966062877,0.9891756869275604,pmram,classification
205,0.00289669747121342,0.0009218780215299199,0.9698105350822402,0.9916736053288926,pmram,classification
206,0.003286831628402465,0.0009674304994683927,0.965230064542994,0.9883430474604497,pmram,classification
207,0.0034596795122546938,0.0011312132778823326,0.9687695190505934,0.9900083263946711,pmram,classification
208,0.003157456162741069,0.0010246015448498538,0.9700187382885697,0.9933388842631141,pmram,classification
209,0.0026105297589761847,0.0009572858651549393,0.9727253799708515,0.9900083263946711,pmram,classification
210,0.0025639317963871886,0.0011829105861094174,0.9725171767645222,0.9908409658617818,pmram,classification
211,0.0024792608358923836,0.0008752790086210196,0.9733499895898396,0.9916736053288926,pmram,classification
212,0.0033399851998737362,0.0009712106587022518,0.9704351447012284,0.9908409658617818,pmram,classification
213,0.002811785805231655,0.0012216114425112018,0.9721007703518634,0.9875104079933389,pmram,classification
214,0.002479290684509434,0.0012181974233257632,0.9760566312721216,0.9891756869275604,pmram,classification
215,0.0029192846414328472,0.0011552675610887418,0.966895690193629,0.9908409658617818,pmram,classification
216,0.003136133745835457,0.0008514539443722598,0.9683531126379347,0.9941715237302248,pmram,classification
217,0.002932028735396628,0.001217639989930699,0.9698105350822402,0.9891756869275604,pmram,classification
218,0.0026172829659369874,0.0010463026314229394,0.9712679575265459,0.9925062447960034,pmram,classification
219,0.002528810277856559,0.0009841210337558901,0.9741828024151572,0.9900083263946711,pmram,classification
220,0.0030181738946211834,0.0011110092155778041,0.9712679575265459,0.9891756869275604,pmram,classification
221,0.0035721755612450772,0.0011109566200853361,0.9681449094316052,0.9900083263946711,pmram,classification
222,0.002757242962783162,0.000904829893299967,0.9704351447012284,0.9925062447960034,pmram,classification
223,0.002874181349824803,0.0008263479818207685,0.9691859254632521,0.9908409658617818,pmram,classification
224,0.0029128657340966187,0.0010271268880473982,0.9698105350822402,0.9900083263946711,pmram,classification
225,0.0029930733155917556,0.0011173740997104024,0.9725171767645222,0.9900083263946711,pmram,classification
226,0.0027868742022755266,0.0008619514875172899,0.9718925671455341,0.9916736053288926,pmram,classification
227,0.0034125512875942308,0.0011118889148878266,0.9654382677493233,0.9883430474604497,pmram,classification
228,0.003210727520680275,0.0010986279410858336,0.9671038933999584,0.9908409658617818,pmram,classification
229,0.0030936503351625118,0.0010478523529625554,0.9691859254632521,0.9933388842631141,pmram,classification
230,0.0031537892789039517,0.0011947427414509652,0.9698105350822402,0.9900083263946711,pmram,classification
231,0.0031933240096472387,0.000915541132907387,0.9704351447012284,0.9900083263946711,pmram,classification
232,0.0028095777946519087,0.0011539776002263942,0.9735581927961691,0.9908409658617818,pmram,classification
233,0.003216336577934491,0.0011910992735790571,0.9689777222569228,0.9875104079933389,pmram,classification
234,0.0026991728138874315,0.0010139306913751125,0.9756402248594629,0.9891756869275604,pmram,classification
235,0.0030677698884378824,0.0012048380528898487,0.9706433479075578,0.9900083263946711,pmram,classification
236,0.00288308203959046,0.0010081607979070162,0.9689777222569228,0.9900083263946711,pmram,classification
237,0.0034657789920903657,0.0013930654451002884,0.9675202998126171,0.9866777685262281,pmram,classification
238,0.002972652895022017,0.0011986504499059943,0.9718925671455341,0.9891756869275604,pmram,classification
239,0.0027111050134841544,0.0011227586871551212,0.9710597543202165,0.9916736053288926,pmram,classification
240,0.00289941874841531,0.0012474543791881558,0.9698105350822402,0.9891756869275604,pmram,classification
241,0.002506759403575566,0.0009825121092576718,0.9723089735581928,0.9891756869275604,pmram,classification
242,0.0035008716607567558,0.001068243344541605,0.9710597543202165,0.9900083263946711,pmram,classification
243,0.00280695129185915,0.0012546863977244429,0.9700187382885697,0.9916736053288926,pmram,classification
244,0.0032056799759945225,0.0011067729130027494,0.9677285030189465,0.9883430474604497,pmram,classification
245,0.00317586598512194,0.001086971856697116,0.968561315844264,0.9908409658617818,pmram,classification
246,0.002747954068929981,0.001220963510113158,0.9689777222569228,0.9883430474604497,pmram,classification
247,0.0031425900898475138,0.0008533807947524481,0.9662710805746408,0.9941715237302248,pmram,classification
248,0.002892103712240247,0.0008711576600210876,0.9710597543202165,0.9916736053288926,pmram,classification
249,0.003118968277207091,0.0008090694644701644,0.9700187382885697,0.9900083263946711,pmram,classification
250,0.003127257382121405,0.001293211553453605,0.9693941286695815,0.9908409658617818,pmram,classification
251,0.0027088967683043873,0.001032385663389167,0.9729335831771809,0.9900083263946711,pmram,classification
252,0.003289441537758087,0.0008949387006672544,0.9702269414948991,0.9933388842631141,pmram,classification
253,0.0028869066196031343,0.0013637136641601341,0.9689777222569228,0.9875104079933389,pmram,classification
254,0.0027594676977339546,0.0011431258445145016,0.9725171767645222,0.9891756869275604,pmram,classification
255,0.0032159933560922845,0.0012023101588300152,0.9671038933999584,0.9891756869275604,pmram,classification
256,0.0026682112342692552,0.0011105311142325675,0.9710597543202165,0.9900083263946711,pmram,classification
257,0.003381719768879958,0.0010050254149655568,0.966895690193629,0.9925062447960034,pmram,classification
258,0.0032022144233793573,0.0008889037769111021,0.9683531126379347,0.9933388842631141,pmram,classification
259,0.0032844975951464906,0.0009337957827475149,0.9679367062252758,0.9891756869275604,pmram,classification
260,0.0031590978393450228,0.0008904070246012433,0.9691859254632521,0.9916736053288926,pmram,classification
261,0.00275238067433397,0.0008557331469142616,0.9721007703518634,0.9925062447960034,pmram,classification
262,0.003838622434149676,0.0009300958417157498,0.9631480324797002,0.9908409658617818,pmram,classification
263,0.0028819114403372975,0.0010891942346901273,0.9706433479075578,0.9916736053288926,pmram,classification
264,0.0031951903371854316,0.0010402746053473043,0.9689777222569228,0.9900083263946711,pmram,classification
265,0.003509935065378733,0.0011293704378776109,0.9679367062252758,0.9891756869275604,pmram,classification
266,0.0032312752656303554,0.0012800399152768293,0.9664792837809703,0.9891756869275604,pmram,classification
267,0.0028153775886066495,0.000900182992236985,0.9693941286695815,0.9900083263946711,pmram,classification
268,0.0029720424371184953,0.0011062967371145926,0.9654382677493233,0.9908409658617818,pmram,classification
269,0.0028368031434278895,0.001040801089132929,0.9702269414948991,0.9908409658617818,pmram,classification
270,0.0030143619740900336,0.0010653135882803765,0.9683531126379347,0.9900083263946711,pmram,classification
271,0.002918483633485972,0.0008109124977572772,0.9708515511138871,0.9916736053288926,pmram,classification
272,0.002690735616079971,0.0011020890637909642,0.9739745992088278,0.9916736053288926,pmram,classification
273,0.0030176638794840683,0.0008818886881007144,0.9681449094316052,0.9925062447960034,pmram,classification
274,0.0030396878720299354,0.001094687385577631,0.9698105350822402,0.9900083263946711,pmram,classification
275,0.0027379028269543687,0.0011532463621484624,0.9693941286695815,0.9883430474604497,pmram,classification
276,0.0031940644808026706,0.000848521914861966,0.9658546741619821,0.9933388842631141,pmram,classification
277,0.0031158091405776175,0.0008892138662292846,0.9689777222569228,0.9916736053288926,pmram,classification
278,0.0026695798555485613,0.0011219133833868368,0.9737663960024985,0.9891756869275604,pmram,classification
279,0.0030801675766016167,0.0010377630759278726,0.966895690193629,0.9883430474604497,pmram,classification
280,0.00311801848553436,0.0010453249924164032,0.9679367062252758,0.9900083263946711,pmram,classification
281,0.0031208490385970034,0.0010415669003320078,0.9721007703518634,0.9908409658617818,pmram,classification
282,0.00294104591545238,0.0010376446027398655,0.9737663960024985,0.9900083263946711,pmram,classification
283,0.0032503374440387253,0.0010081304360931734,0.9689777222569228,0.9925062447960034,pmram,classification
284,0.003111065035251939,0.0010002851342746707,0.9710597543202165,0.9908409658617818,pmram,classification
285,0.003926600458039552,0.0011693992034348347,0.9650218613366646,0.9875104079933389,pmram,classification
286,0.0031094415184686687,0.0010484666075033261,0.9706433479075578,0.9916736053288926,pmram,classification
287,0.002719165381075562,0.001126588809984014,0.9710597543202165,0.9891756869275604,pmram,classification
288,0.002666153734497138,0.0009134081417196845,0.9687695190505934,0.9916736053288926,pmram,classification
289,0.0032833392100977588,0.0009865102947121183,0.966895690193629,0.9925062447960034,pmram,classification
290,0.002721046607642001,0.000915868829146375,0.9700187382885697,0.9900083263946711,pmram,classification
291,0.0030034708958402256,0.0010326143814022844,0.9683531126379347,0.9908409658617818,pmram,classification
292,0.0029732635132844326,0.0010742349069345306,0.9696023318759109,0.9925062447960034,pmram,classification
293,0.003442175096793241,0.0010212564551667757,0.9729335831771809,0.9916736053288926,pmram,classification
294,0.003022772753060519,0.0009246216561539807,0.9702269414948991,0.9908409658617818,pmram,classification
295,0.003001700547172248,0.0011481577730183175,0.9693941286695815,0.9908409658617818,pmram,classification
296,0.0028411048242844394,0.0012090236439426228,0.9745992088278159,0.9891756869275604,pmram,classification
297,0.003108296501621846,0.0010142867241309122,0.9693941286695815,0.9900083263946711,pmram,classification
298,0.003393073759822967,0.0012242212631025482,0.9721007703518634,0.9883430474604497,pmram,classification
299,0.002685841667195757,0.001196362625661738,0.9710597543202165,0.9900083263946711,pmram,classification
300,0.002978072397592364,0.0013026623359705313,0.9702269414948991,0.9891756869275604,pmram,classification
301,0.002763129879536106,0.0009097890028083304,0.9704351447012284,0.9908409658617818,pmram,classification
302,0.0029470952898232906,0.0009540780730464873,0.9727253799708515,0.9908409658617818,pmram,classification
303,0.003050057387145055,0.0009117516129511059,0.9683531126379347,0.9916736053288926,pmram,classification
