epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_precision_glioma,train_recall_glioma,train_f1_glioma,train_precision_meningioma,train_recall_meningioma,train_f1_meningioma,train_precision_none,train_recall_none,train_f1_none,train_precision_pituitary,train_recall_pituitary,train_f1_pituitary,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_precision_glioma,val_recall_glioma,val_f1_glioma,val_precision_meningioma,val_recall_meningioma,val_f1_meningioma,val_precision_none,val_recall_none,val_f1_none,val_precision_pituitary,val_recall_pituitary,val_f1_pituitary,dataset,task
1,0.002237759420586404,0.9820220719117123,0.9820096485583693,0.9820220719117123,0.9820114276624399,0.9765441751368257,0.9734996102883866,0.9750195160031225,0.9811746987951807,0.9760299625468165,0.9785955689072474,0.9828220858895705,0.9846342962507683,0.9837273564630028,0.9869659666908037,0.9927166788055353,0.9898329702251271,0.0022889795126492868,0.9836298932384342,0.9840161103622533,0.9836298932384342,0.9835901112344169,1.0,0.9462025316455697,0.9723577235772358,0.9561643835616438,0.9830985915492958,0.9694444444444444,0.9974160206718347,1.0,0.9987063389391979,0.9830508474576272,1.0,0.9914529914529915,hf_brain_tumor,classification
2,0.002093966319040061,0.9846920612317551,0.9846876799504414,0.9846920612317551,0.9846861944978389,0.9797191887675507,0.9789555728760717,0.979337231968811,0.9811746987951807,0.9760299625468165,0.9785955689072474,0.9920098340503996,0.9920098340503996,0.9920098340503996,0.9840695148443157,0.9898033503277495,0.9869281045751634,0.00029900657254692956,0.99644128113879,0.9964392993679706,0.99644128113879,0.9964392820405878,0.9936708860759493,0.9936708860759493,0.9936708860759493,0.9943502824858758,0.9915492957746479,0.9929478138222849,1.0,1.0,1.0,0.997134670487106,1.0,0.9985652797704447,hf_brain_tumor,classification
3,0.0019222399440356173,0.985938056247775,0.9859322925837094,0.985938056247775,0.9859303909491712,0.9813229571984435,0.9828526890101325,0.9820872274143302,0.9841509433962264,0.9767790262172285,0.9804511278195489,0.988984088127295,0.9932390903503381,0.9911070223857712,0.9883551673944687,0.989075018208303,0.9887149617764834,0.0006213779248433101,0.993594306049822,0.9936221327616263,0.993594306049822,0.9935864010836317,0.984375,0.9968354430379747,0.9905660377358491,0.9942857142857143,0.9802816901408451,0.9872340425531915,0.9948320413436692,0.9974093264248705,0.9961190168175937,1.0,1.0,1.0,hf_brain_tumor,classification
4,0.0014849153994420342,0.9866500533997864,0.9866456837709219,0.9866500533997864,0.9866464287448484,0.9844479004665629,0.9867498051441933,0.9855975087582717,0.9796992481203007,0.9760299625468165,0.9778611632270169,0.9932349323493235,0.9926244622003688,0.9929296034429758,0.9876453488372093,0.9898033503277495,0.9887231720625682,0.00021095686073057036,0.9971530249110321,0.9971701118774239,0.9971530249110321,0.9971492444547231,0.9937106918238994,1.0,0.9968454258675079,1.0,0.9887323943661972,0.9943342776203966,1.0,1.0,1.0,0.9942857142857143,1.0,0.997134670487106,hf_brain_tumor,classification
5,0.0011706967006069502,0.9889640441438234,0.9889825756358083,0.9889640441438234,0.9889709035155644,0.9790697674418605,0.9844115354637568,0.9817333851535173,0.9850074962518741,0.9842696629213483,0.9846384413638066,0.9956843403205918,0.9926244622003688,0.9941520467836257,0.9941690962099126,0.9934450109249818,0.9938069216757741,0.00046632436725138637,0.99644128113879,0.9964684837309561,0.99644128113879,0.9964354888583054,0.9937106918238994,1.0,0.9968454258675079,1.0,0.9859154929577465,0.9929078014184397,1.0,1.0,1.0,0.9914529914529915,1.0,0.9957081545064378,hf_brain_tumor,classification
6,0.0020050841871780485,0.9848700605197579,0.9848712617695796,0.9848700605197579,0.9848684549829833,0.9843260188087775,0.9789555728760717,0.9816334505666275,0.976831091180867,0.9790262172284644,0.9779274223718668,0.9932473910374463,0.9944683466502766,0.9938574938574939,0.9832727272727273,0.9847050254916242,0.9839883551673945,0.0011207520565700807,0.9921708185053381,0.992337674188208,0.9921708185053381,0.9922000026610344,0.9967948717948718,0.9841772151898734,0.9904458598726115,0.9725274725274725,0.9971830985915493,0.9847009735744089,1.0,0.9922279792746114,0.9960988296488946,1.0,0.9942528735632183,0.9971181556195965,hf_brain_tumor,classification
7,0.0017484514124099422,0.9845140619437522,0.9845240874332971,0.9845140619437522,0.9845178624033168,0.9820452771272443,0.9805144193296961,0.9812792511700468,0.9730740463724757,0.9745318352059925,0.9738023952095808,0.9950708564386938,0.9926244622003688,0.9938461538461538,0.9854756717501816,0.9883466860888566,0.986909090909091,0.0014807559905268808,0.9850533807829182,0.9853162408536833,0.9850533807829182,0.9850367660925657,0.9692307692307692,0.9968354430379747,0.982839313572543,0.9971014492753624,0.9690140845070423,0.9828571428571429,0.9796954314720813,1.0,0.9897435897435898,0.9941348973607038,0.9741379310344828,0.9840348330914369,hf_brain_tumor,classification
8,0.0016905383398570634,0.9855820576717693,0.9855774159057719,0.9855820576717693,0.9855767062746208,0.9850980392156863,0.9789555728760717,0.982017200938233,0.9775449101796407,0.9782771535580524,0.9779108947959566,0.9908088235294118,0.9938537185003073,0.9923289352562136,0.9876363636363636,0.989075018208303,0.9883551673944687,0.0006533456461676446,0.994306049822064,0.9943631923502793,0.994306049822064,0.9943033544016394,0.9905362776025236,0.9936708860759493,0.9921011058451816,1.0,0.9830985915492958,0.9914772727272727,1.0,1.0,1.0,0.9858356940509915,1.0,0.992867332382311,hf_brain_tumor,classification
9,0.0014013310399076553,0.9877180491278035,0.9877331799633499,0.9877180491278035,0.9877234452540651,0.9882629107981221,0.9844115354637568,0.9863334634908238,0.976882923191648,0.9812734082397003,0.9790732436472347,0.9963076923076923,0.9950829748002459,0.9956949569495694,0.987627365356623,0.9883466860888566,0.9879868947943211,9.600853869201387e-05,0.998576512455516,0.998576512455516,0.998576512455516,0.998576512455516,0.9968354430379747,0.9968354430379747,0.9968354430379747,0.9971830985915493,0.9971830985915493,0.9971830985915493,1.0,1.0,1.0,1.0,1.0,1.0,hf_brain_tumor,classification
10,0.0020542437899141613,0.9850480598077608,0.9850582025843332,0.9850480598077608,0.985051153510874,0.9767261442979054,0.9812938425565082,0.97900466562986,0.9797297297297297,0.9775280898876404,0.9786276715410573,0.9919901417128774,0.9895513214505224,0.9907692307692307,0.9898107714701602,0.9905316824471959,0.9901710957408082,0.001108052397272765,0.9893238434163701,0.9893495000525855,0.9893238434163701,0.9893262050381694,0.9873817034700315,0.990506329113924,0.9889415481832543,0.9775280898876404,0.9802816901408451,0.9789029535864979,0.9973821989528796,0.9870466321243523,0.9921875,0.9942857142857143,1.0,0.997134670487106,hf_brain_tumor,classification
11,0.0017009892364856633,0.9866500533997864,0.9866514262348001,0.9866500533997864,0.9866505501636494,0.9813084112149533,0.9820732657833203,0.9816906895208415,0.9812734082397003,0.9812734082397003,0.9812734082397003,0.992014742014742,0.9926244622003688,0.9923195084485407,0.9905178701677607,0.989075018208303,0.9897959183673469,0.0004667244779088558,0.995729537366548,0.9958005145848325,0.995729537366548,0.9957327793254286,1.0,0.9841772151898734,0.9920255183413078,0.9833795013850416,1.0,0.9916201117318436,1.0,0.9974093264248705,0.9987029831387808,1.0,1.0,1.0,hf_brain_tumor,classification
12,0.0016004371119357017,0.9861160555357779,0.9861386400205009,0.9861160555357779,0.9861208345459942,0.9744976816074189,0.9828526890101325,0.9786573535118355,0.9811746987951807,0.9760299625468165,0.9785955689072474,0.9926289926289926,0.9932390903503381,0.9929339477726574,0.9941520467836257,0.9905316824471959,0.9923385625684057,0.0002285648392429708,0.997864768683274,0.9978704838993723,0.997864768683274,0.9978645639752476,0.9968253968253968,0.9936708860759493,0.9952456418383518,0.9943977591036415,1.0,0.9971910112359551,1.0,1.0,1.0,1.0,0.9971264367816092,0.9985611510791367,hf_brain_tumor,classification
13,0.0011843429702653554,0.9898540405838376,0.9898568280498785,0.9898540405838376,0.9898534971754529,0.9860031104199067,0.9883086515978177,0.9871545348384585,0.9842578710644677,0.9835205992509364,0.9838890970400899,0.9938687921520539,0.9963122311001844,0.9950890116635973,0.9941477688368691,0.9898033503277495,0.9919708029197081,0.00020730063478500513,0.998576512455516,0.9985838500201784,0.998576512455516,0.9985763410110826,1.0,1.0,1.0,1.0,0.9943661971830986,0.9971751412429378,0.9948453608247423,1.0,0.9974160206718347,1.0,1.0,1.0,hf_brain_tumor,classification
14,0.0012172936639835462,0.9887860448558206,0.9887824378966317,0.9887860448558206,0.9887837829977485,0.9844357976653697,0.9859703819173812,0.985202492211838,0.9812312312312312,0.9790262172284644,0.9801274840644919,0.995085995085995,0.9956976029502151,0.9953917050691244,0.9927166788055353,0.9927166788055353,0.9927166788055353,0.00042006734798387277,0.995729537366548,0.9957618893561954,0.995729537366548,0.9957286047814417,1.0,0.9873417721518988,0.9936305732484076,0.9943661971830986,0.9943661971830986,0.9943661971830986,1.0,1.0,1.0,0.9886363636363636,1.0,0.9942857142857143,hf_brain_tumor,classification
