epoch,train_loss,train_accuracy,train_mean_iou,train_mean_dice,train_iou_Class_0,train_dice_Class_0,train_iou_Class_1,train_dice_Class_1,val_loss,val_accuracy,val_mean_iou,val_mean_dice,val_iou_Class_0,val_dice_Class_0,val_iou_Class_1,val_dice_Class_1,dataset,task
1,0.02357421503510586,0.3498790652252907,0.18929107782486046,0.2961161404925046,0.3250724266080991,0.49064854128798785,0.05350972904162182,0.10158373969702138,0.029900266365571457,0.7203036221590909,0.4038194168076753,0.50329958834427,0.7117533366109954,0.8316073599951684,0.09588549700435525,0.17499181669337155,medseg_liver,segmentation
2,0.023135735545047494,0.5129905523255814,0.28247697018487633,0.39680241980966696,0.49425124703703543,0.66153700459289,0.07070269333271723,0.1320678350264439,0.029269383712248367,0.8185258345170454,0.4785128643546491,0.5744135098423419,0.8128004945272073,0.8967346345955097,0.14422523418209102,0.25209238508917403,medseg_liver,segmentation
3,0.02274357371552046,0.6431203442950582,0.36082083778951596,0.4705674191818301,0.6297495103595713,0.772817548164969,0.09189216521946061,0.1683172901986912,0.028870365836403587,0.8166725852272727,0.4786795308767463,0.5756245252604237,0.8107089248670142,0.8954602407193148,0.14665013688647838,0.2557888098015326,medseg_liver,segmentation
4,0.02235987713170606,0.7231104651162791,0.4123757133165915,0.5166861835796346,0.7131302554990387,0.8325464490629784,0.11162117113414431,0.20082591809629088,0.02875722267410972,0.7991499467329546,0.4652865169637442,0.5634549760138355,0.7924712195560331,0.884221973452177,0.1381018143714553,0.24268797857549398,medseg_liver,segmentation
5,0.0220114131306493,0.7593284429505814,0.43888027110496086,0.5415906074579135,0.7505817836262844,0.8575226712018833,0.12717875858363736,0.2256585437139439,0.028723619200966576,0.7898060191761364,0.4607876240460101,0.5611249903627439,0.7824124066619387,0.8779252250911144,0.1391628414300815,0.24432475563437334,medseg_liver,segmentation
6,0.021729766629463017,0.801490961119186,0.4695964610001098,0.5691002959489817,0.7945986910900156,0.8855447126258482,0.14459423091020404,0.25265587927211525,0.028645190325650303,0.7909157492897727,0.4630175692201555,0.5641125422226128,0.783379514123523,0.878533714130422,0.14265562431678805,0.2496913703148035,medseg_liver,segmentation
7,0.021489830904228742,0.8211613144985465,0.48063365110907197,0.5763946680251208,0.8155334120035445,0.8983953769306364,0.1457338902145995,0.25439395911960516,0.028529145500876686,0.7993496981534091,0.4705263045697016,0.5716627846634139,0.7920433372428956,0.8839555615451515,0.1490092718965077,0.2593700077816763,medseg_liver,segmentation
8,0.02125479315602502,0.847545535065407,0.5089233446208218,0.6064740230319722,0.8424355694298533,0.9144803578564729,0.17541111981179017,0.29846768820747155,0.028376907110214233,0.8196799538352273,0.48817373703492833,0.5887938408979926,0.8131052885822582,0.8969201002309786,0.16324218548759853,0.28066758156500654,medseg_liver,segmentation
9,0.021048657422841982,0.8702449355014535,0.529758217313684,0.6262019645977047,0.8660773409433316,0.9282330608071322,0.19343909368403636,0.3241708683882773,0.02820720997723666,0.8429953835227273,0.5097278179509881,0.6098080910914436,0.8373063787205329,0.9114499230156901,0.18214925718144315,0.3081662591671972,medseg_liver,segmentation
10,0.02086351014846979,0.8896796647892442,0.5549222865355182,0.652658632030684,0.886055498867948,0.9395858174902891,0.2237890742030884,0.3657314465710788,0.028031658042560924,0.8692959872159091,0.5369646451030333,0.6367828084463021,0.8646113525060756,0.9273904198255796,0.20931793769999113,0.34617519706702465,medseg_liver,segmentation
