epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_precision_Cancer,train_recall_Cancer,train_f1_Cancer,train_precision_NonCancer,train_recall_NonCancer,train_f1_NonCancer,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_precision_Cancer,val_recall_Cancer,val_f1_Cancer,val_precision_NonCancer,val_recall_NonCancer,val_f1_NonCancer,dataset,task
11,0.005016209763918547,0.9546979865771812,0.9538738814317673,0.9546979865771812,0.9540608922672528,0.8958333333333334,0.8349514563106796,0.864321608040201,0.966,0.9797160243407708,0.972809667673716,0.0031661689406473365,0.9731543624161074,0.9739740765408064,0.9731543624161074,0.9720201862546174,1.0,0.8181818181818182,0.9,0.9694656488549618,1.0,0.9844961240310077,breast_cancer,classification
12,0.0040877373426552585,0.959731543624161,0.959029873844681,0.959731543624161,0.9590800855570683,0.9157894736842105,0.8446601941747572,0.8787878787878788,0.9680638722554891,0.9837728194726166,0.9758551307847082,0.003184841795755713,0.9798657718120806,0.9803304078471865,0.9798657718120806,0.9792466686581576,1.0,0.8636363636363636,0.926829268292683,0.9769230769230769,1.0,0.9883268482490273,breast_cancer,classification
13,0.004030473770936263,0.9580536912751678,0.9576145611641436,0.9580536912751678,0.9567208679440311,0.9431818181818182,0.8058252427184466,0.8691099476439791,0.9606299212598425,0.9898580121703854,0.975024975024975,0.0028843543986046072,0.9731543624161074,0.9727953800530669,0.9731543624161074,0.9726200463406839,0.95,0.8636363636363636,0.9047619047619048,0.9767441860465116,0.9921259842519685,0.984375,breast_cancer,classification
14,0.0032844314345427407,0.9731543624161074,0.9728573593599708,0.9731543624161074,0.9728328642563326,0.9484536082474226,0.8932038834951457,0.92,0.9779559118236473,0.9898580121703854,0.9838709677419355,0.005780260384882856,0.9328859060402684,0.9485421014043202,0.9328859060402684,0.9369572425719095,0.7,0.9545454545454546,0.8076923076923077,0.9915966386554622,0.9291338582677166,0.959349593495935,breast_cancer,classification
15,0.0032000353453593366,0.9748322147651006,0.9745726502778681,0.9748322147651006,0.9745826734914541,0.9489795918367347,0.9029126213592233,0.9253731343283582,0.9799196787148594,0.9898580121703854,0.9848637739656912,0.0023839089881953776,0.9798657718120806,0.9803304078471865,0.9798657718120806,0.9792466686581576,1.0,0.8636363636363636,0.926829268292683,0.9769230769230769,1.0,0.9883268482490273,breast_cancer,classification
16,0.0033313616353943445,0.964765100671141,0.964433860142888,0.964765100671141,0.9645581844632546,0.91,0.883495145631068,0.896551724137931,0.9758064516129032,0.9817444219066938,0.9787664307381193,0.0025119068344817467,0.9798657718120806,0.9803304078471865,0.9798657718120806,0.9792466686581576,1.0,0.8636363636363636,0.926829268292683,0.9769230769230769,1.0,0.9883268482490273,breast_cancer,classification
17,0.0035185348711307815,0.9630872483221476,0.9628363507491688,0.9630872483221476,0.9629436645456759,0.900990099009901,0.883495145631068,0.8921568627450981,0.9757575757575757,0.9797160243407708,0.9777327935222672,0.0018569458926084058,0.9865771812080537,0.9867852869257583,0.9865771812080537,0.986310023170342,1.0,0.9090909090909091,0.9523809523809523,0.9844961240310077,1.0,0.9921875,breast_cancer,classification
18,0.002945741825274523,0.9664429530201343,0.9664387884153188,0.9664429530201343,0.9654544183445191,0.9662921348314607,0.8349514563106796,0.8958333333333334,0.9664694280078896,0.9939148073022313,0.98,0.001982646125475032,0.9798657718120806,0.9803304078471865,0.9798657718120806,0.9792466686581576,1.0,0.8636363636363636,0.926829268292683,0.9769230769230769,1.0,0.9883268482490273,breast_cancer,classification
19,0.002585072846983203,0.9748322147651006,0.9755230427093393,0.9748322147651006,0.9750662731858879,0.9074074074074074,0.9514563106796117,0.9289099526066351,0.9897540983606558,0.9797160243407708,0.9847094801223242,0.003099054019998184,0.9731543624161074,0.9739740765408064,0.9731543624161074,0.9720201862546174,1.0,0.8181818181818182,0.9,0.9694656488549618,1.0,0.9844961240310077,breast_cancer,classification
20,0.0018937208567864742,0.9848993288590604,0.984850513038952,0.9848993288590604,0.9848701477365848,0.9607843137254902,0.9514563106796117,0.9560975609756097,0.9898785425101214,0.9918864097363083,0.9908814589665653,0.002026264937031989,0.9731543624161074,0.9727953800530669,0.9731543624161074,0.9726200463406839,0.95,0.8636363636363636,0.9047619047619048,0.9767441860465116,0.9921259842519685,0.984375,breast_cancer,classification
21,0.0026129000388935906,0.9798657718120806,0.9797359889640209,0.9798657718120806,0.9796246481922495,0.9690721649484536,0.912621359223301,0.94,0.9819639278557114,0.9939148073022313,0.9879032258064516,0.004890730673284739,0.959731543624161,0.9588054731803756,0.959731543624161,0.9589300695110259,0.9,0.8181818181818182,0.8571428571428571,0.9689922480620154,0.984251968503937,0.9765625,breast_cancer,classification
22,0.004371403343037971,0.9513422818791947,0.9506386244212061,0.9513422818791947,0.949566325348375,0.9302325581395349,0.7766990291262136,0.8465608465608465,0.9549019607843138,0.9878296146044625,0.9710867397806581,0.0023156681016787586,0.9664429530201343,0.9660027715131919,0.9664429530201343,0.9654111144302626,0.9473684210526315,0.8181818181818182,0.8780487804878049,0.9692307692307692,0.9921259842519685,0.980544747081712,breast_cancer,classification
23,0.003741373604901085,0.9664429530201343,0.9661958481414924,0.9664429530201343,0.96560685197975,0.9560439560439561,0.8446601941747572,0.8969072164948454,0.9683168316831683,0.9918864097363083,0.9799599198396793,0.0025517497986755114,0.9865771812080537,0.9865771812080537,0.9865771812080537,0.9865771812080537,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9921259842519685,0.9921259842519685,0.9921259842519685,breast_cancer,classification
24,0.0023563844714338746,0.9781879194630873,0.9779971137804195,0.9781879194630873,0.9779716503592604,0.9591836734693877,0.912621359223301,0.9353233830845771,0.9819277108433735,0.9918864097363083,0.9868819374369324,0.0013018705657114518,0.9798657718120806,0.9796510466602749,0.9798657718120806,0.9796711317584628,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.984375,0.9921259842519685,0.9882352941176471,breast_cancer,classification
25,0.0026116605923079805,0.9765100671140939,0.9762926416201773,0.9765100671140939,0.9763249479310347,0.9494949494949495,0.912621359223301,0.9306930693069307,0.9818913480885312,0.9898580121703854,0.9858585858585859,0.0017730991649847702,0.9932885906040269,0.9935803910125474,0.9932885906040269,0.9933498981646048,0.9565217391304348,1.0,0.9777777777777777,1.0,0.9921259842519685,0.9960474308300395,breast_cancer,classification
26,0.00348473034311561,0.9681208053691275,0.9678297521108464,0.9681208053691275,0.9679335954667542,0.92,0.8932038834951457,0.9064039408866995,0.9778225806451613,0.9837728194726166,0.980788675429727,0.00337944397290281,0.9395973154362416,0.9392700924905675,0.9395973154362416,0.9346935456632286,0.9333333333333333,0.6363636363636364,0.7567567567567568,0.9402985074626866,0.9921259842519685,0.9655172413793104,breast_cancer,classification
27,0.0016132021719752342,0.9848993288590604,0.9849649049217002,0.9848993288590604,0.9846869640890842,0.9895833333333334,0.9223300970873787,0.9547738693467337,0.984,0.9979716024340771,0.9909365558912386,0.0015471403912059813,0.9865771812080537,0.9865771812080537,0.9865771812080537,0.9865771812080537,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9921259842519685,0.9921259842519685,0.9921259842519685,breast_cancer,classification
28,0.0027001700520315427,0.9748322147651006,0.9747442397332273,0.9748322147651006,0.9747835795609747,0.9313725490196079,0.9223300970873787,0.926829268292683,0.9838056680161943,0.9858012170385395,0.9848024316109423,0.0013249163834640643,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
29,0.001442824199720717,0.9848993288590604,0.9849649049217002,0.9848993288590604,0.9846869640890842,0.9895833333333334,0.9223300970873787,0.9547738693467337,0.984,0.9979716024340771,0.9909365558912386,0.0018410747261380389,0.9932885906040269,0.9935803910125474,0.9932885906040269,0.9933498981646048,0.9565217391304348,1.0,0.9777777777777777,1.0,0.9921259842519685,0.9960474308300395,breast_cancer,classification
30,0.0020816911085377505,0.9748322147651006,0.9749374084473936,0.9748322147651006,0.9748802309913758,0.9230769230769231,0.9320388349514563,0.927536231884058,0.9857723577235772,0.9837728194726166,0.9847715736040609,0.0008588640031798574,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
31,0.0017398989918773007,0.9798657718120806,0.9797359889640209,0.9798657718120806,0.9796246481922495,0.9690721649484536,0.912621359223301,0.94,0.9819639278557114,0.9939148073022313,0.9879032258064516,0.0005183533277837622,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
32,0.0018321451310680916,0.9865771812080537,0.9865114028181341,0.9865771812080537,0.9865249689257004,0.9702970297029703,0.9514563106796117,0.9607843137254902,0.98989898989899,0.9939148073022313,0.9919028340080972,0.0002726643774408422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
33,0.0014699438900136759,0.988255033557047,0.9882051039185971,0.988255033557047,0.9881860614877516,0.98,0.9514563106796117,0.9655172413793104,0.9899193548387096,0.9959432048681541,0.9929221435793731,0.0002162931424459355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
34,0.001449414545313874,0.9899328859060402,0.9898935531137005,0.9899328859060402,0.9898937266942753,0.9801980198019802,0.9611650485436893,0.9705882352941176,0.9919191919191919,0.9959432048681541,0.9939271255060729,0.0004511327098354997,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
35,0.00198252743575722,0.9798657718120806,0.9803126603761072,0.9798657718120806,0.9800165197915304,0.9252336448598131,0.9611650485436893,0.9428571428571428,0.9918200408997955,0.9837728194726166,0.9877800407331976,0.0007802894363967364,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
36,0.0014350345716092911,0.9832214765100671,0.9831753037660459,0.9832214765100671,0.9830205401602077,0.979381443298969,0.9223300970873787,0.95,0.9839679358717435,0.9959432048681541,0.9899193548387096,0.0004817965384197715,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
37,0.001945888778294793,0.9798657718120806,0.9800553133130123,0.9798657718120806,0.9799421093720487,0.9333333333333333,0.9514563106796117,0.9423076923076923,0.9898167006109979,0.9858012170385395,0.9878048780487805,0.0005175090073014065,0.9932885906040269,0.9933410234899329,0.9932885906040269,0.9932237105861542,1.0,0.9545454545454546,0.9767441860465116,0.9921875,1.0,0.996078431372549,breast_cancer,classification
38,0.0013956884414445133,0.9899328859060402,0.9898935531137005,0.9899328859060402,0.9898937266942753,0.9801980198019802,0.9611650485436893,0.9705882352941176,0.9919191919191919,0.9959432048681541,0.9939271255060729,0.0003418514330015087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
39,0.0015049966281879968,0.9848993288590604,0.9851700580229418,0.9848993288590604,0.9846226841631589,1.0,0.912621359223301,0.9543147208121827,0.9820717131474104,1.0,0.9909547738693467,0.00038845963219818255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
40,0.0019574986830128717,0.9815436241610739,0.9818349386101154,0.9815436241610739,0.9816479228480782,0.9339622641509434,0.9611650485436893,0.9473684210526315,0.9918367346938776,0.9858012170385395,0.9888097660223805,0.0005074486748984196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
41,0.0010377359486672551,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.970873786407767,0.970873786407767,0.970873786407767,0.9939148073022313,0.9939148073022313,0.9939148073022313,0.0002980117495452998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
42,0.001322264770974074,0.988255033557047,0.988270504288074,0.988255033557047,0.9881385809626786,0.9897959183673469,0.941747572815534,0.9651741293532339,0.9879518072289156,0.9979716024340771,0.992936427850656,0.0002960782012145891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
43,0.001997329154826901,0.9815436241610739,0.9814133199826802,0.9815436241610739,0.9814352394807523,0.96,0.9320388349514563,0.9458128078817734,0.9858870967741935,0.9918864097363083,0.9888776541961577,0.0006447853833036935,0.9932885906040269,0.9935803910125474,0.9932885906040269,0.9933498981646048,0.9565217391304348,1.0,0.9777777777777777,1.0,0.9921259842519685,0.9960474308300395,breast_cancer,classification
44,0.001544980572899116,0.9832214765100671,0.9831292525225678,0.9832214765100671,0.9831562111571254,0.9603960396039604,0.941747572815534,0.9509803921568627,0.9878787878787879,0.9918864097363083,0.9898785425101214,0.0005172618458535047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
45,0.0009825864455962692,0.9916107382550335,0.9916009958865556,0.9916107382550335,0.9915614724912512,0.99,0.9611650485436893,0.9753694581280788,0.9919354838709677,0.9979716024340771,0.9949443882709808,0.00029510782012753437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
46,0.0014998726132669604,0.9865771812080537,0.9866146185680708,0.9865771812080537,0.9864164321281662,0.9896907216494846,0.9320388349514563,0.96,0.9859719438877755,0.9979716024340771,0.9919354838709677,0.00026441475957782076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
47,0.0010805659335194119,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.970873786407767,0.970873786407767,0.970873786407767,0.9939148073022313,0.9939148073022313,0.9939148073022313,0.000313868935238695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
48,0.0007496945268549525,0.9916107382550335,0.9916523173040198,0.9916107382550335,0.9916267436637919,0.9711538461538461,0.9805825242718447,0.9758454106280193,0.9959349593495935,0.9939148073022313,0.9949238578680203,0.00037369097195465693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
49,0.0016756915938946726,0.988255033557047,0.9884719203624214,0.988255033557047,0.9883214054487771,0.9528301886792453,0.9805825242718447,0.9665071770334929,0.9959183673469387,0.9898580121703854,0.9928789420142421,0.0002690420904815597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
50,0.001436084573354022,0.988255033557047,0.9882051039185971,0.988255033557047,0.9881860614877516,0.98,0.9514563106796117,0.9655172413793104,0.9899193548387096,0.9959432048681541,0.9929221435793731,0.00028578612653401076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
51,0.0012316748233443288,0.9932885906040269,0.9933426059713989,0.9932885906040269,0.993235699408867,1.0,0.9611650485436893,0.9801980198019802,0.9919517102615694,1.0,0.9959595959595959,0.00032114159103307946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
52,0.0008179875459497006,0.9899328859060402,0.9899326131011547,0.9899328859060402,0.9898535491133006,0.98989898989899,0.9514563106796117,0.9702970297029703,0.9899396378269618,0.9979716024340771,0.9939393939393939,0.0002608098114696925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
53,0.0007845475811092495,0.9899328859060402,0.9898935531137005,0.9899328859060402,0.9898937266942753,0.9801980198019802,0.9611650485436893,0.9705882352941176,0.9919191919191919,0.9959432048681541,0.9939271255060729,0.00023816766736141386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
54,0.0009717173583730555,0.9916107382550335,0.9915880285761018,0.9916107382550335,0.9915945265203249,0.9803921568627451,0.970873786407767,0.975609756097561,0.9939271255060729,0.9959432048681541,0.9949341438703141,0.0002695242811819451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
55,0.0008199543249949613,0.9916107382550335,0.9916949677906256,0.9916107382550335,0.9915275578304847,1.0,0.9514563106796117,0.9751243781094527,0.9899598393574297,1.0,0.9949545913218971,0.00028873136854611786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
56,0.0007990252975868248,0.988255033557047,0.9883093355326945,0.988255033557047,0.9882774411293086,0.9615384615384616,0.970873786407767,0.966183574879227,0.9939024390243902,0.9918864097363083,0.9928934010152284,0.00029714119889392147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
57,0.0007428994801539253,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.970873786407767,0.970873786407767,0.970873786407767,0.9939148073022313,0.9939148073022313,0.9939148073022313,0.00025441438575344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
58,0.0013143808896193944,0.9916107382550335,0.9916523173040198,0.9916107382550335,0.9916267436637919,0.9711538461538461,0.9805825242718447,0.9758454106280193,0.9959349593495935,0.9939148073022313,0.9949238578680203,0.00032049017698947813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
59,0.0008978096798731126,0.9916107382550335,0.9915880285761018,0.9916107382550335,0.9915945265203249,0.9803921568627451,0.970873786407767,0.975609756097561,0.9939271255060729,0.9959432048681541,0.9949341438703141,0.0002571423623973391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
60,0.0025162939986232793,0.988255033557047,0.9883093355326945,0.988255033557047,0.9882774411293086,0.9615384615384616,0.970873786407767,0.966183574879227,0.9939024390243902,0.9918864097363083,0.9928934010152284,0.0004000428363980863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
61,0.00041805401377242385,0.9966442953020134,0.9966442953020134,0.9966442953020134,0.9966442953020134,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.00029385224728526284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
62,0.001132868043218908,0.9899328859060402,0.990053933370096,0.9899328859060402,0.9898123240961247,1.0,0.941747572815534,0.97,0.9879759519038076,1.0,0.9939516129032258,0.0003658386803663417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
63,0.000528145177936769,0.9949664429530202,0.9949567863446767,0.9949664429530202,0.9949567159121949,0.9901960784313726,0.9805825242718447,0.9853658536585366,0.9959514170040485,0.9979716024340771,0.9969604863221885,0.00027819153862136524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
64,0.00044608980396937506,0.9966442953020134,0.9966578537048337,0.9966442953020134,0.9966312422314251,1.0,0.9805825242718447,0.9901960784313726,0.9959595959595959,1.0,0.9979757085020243,0.0003649082328599171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
65,0.0005940129916377415,0.9966442953020134,0.9966578537048337,0.9966442953020134,0.9966312422314251,1.0,0.9805825242718447,0.9901960784313726,0.9959595959595959,1.0,0.9979757085020243,0.0002772681674476238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
66,0.0007930575212113709,0.9932885906040269,0.9932757034092671,0.9932885906040269,0.9932624844628501,0.9900990099009901,0.970873786407767,0.9803921568627451,0.9939393939393939,0.9979716024340771,0.9959514170040485,0.00031140188439655425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
67,0.0007039469052668686,0.9916107382550335,0.9916523173040198,0.9916107382550335,0.9916267436637919,0.9711538461538461,0.9805825242718447,0.9758454106280193,0.9959349593495935,0.9939148073022313,0.9949238578680203,0.0002908021150681897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
68,0.001282899620577118,0.988255033557047,0.9884194630872483,0.988255033557047,0.9880898609581767,1.0,0.9320388349514563,0.964824120603015,0.986,1.0,0.9929506545820745,0.000382136137868534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
69,0.0009333916479602906,0.9966442953020134,0.9966442953020134,0.9966442953020134,0.9966442953020134,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.00040096059854098615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
70,0.0006662801516729863,0.9932885906040269,0.9932885906040269,0.9932885906040269,0.9932885906040269,0.9805825242718447,0.9805825242718447,0.9805825242718447,0.9959432048681541,0.9959432048681541,0.9959432048681541,0.0004248669724161393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
71,0.00044183198252424047,0.9966442953020134,0.9966578537048337,0.9966442953020134,0.9966312422314251,1.0,0.9805825242718447,0.9901960784313726,0.9959595959595959,1.0,0.9979757085020243,0.0005344918119602355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
72,0.0008034814422990777,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.970873786407767,0.970873786407767,0.970873786407767,0.9939148073022313,0.9939148073022313,0.9939148073022313,0.0005081553440291009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
73,0.0005110761626536064,0.9949664429530202,0.9949968878545138,0.9949664429530202,0.9949368834947507,1.0,0.970873786407767,0.9852216748768473,0.9939516129032258,1.0,0.9969666329625885,0.0005464410071805019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
74,0.0005024866993623417,0.9949664429530202,0.9949968878545138,0.9949664429530202,0.9949368834947507,1.0,0.970873786407767,0.9852216748768473,0.9939516129032258,1.0,0.9969666329625885,0.0004930883808524016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
75,0.0011866937874700724,0.9899328859060402,0.9898935531137005,0.9899328859060402,0.9898937266942753,0.9801980198019802,0.9611650485436893,0.9705882352941176,0.9919191919191919,0.9959432048681541,0.9939271255060729,0.0004244566927882749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
76,0.000736213599967664,0.9916107382550335,0.9915880285761018,0.9916107382550335,0.9915945265203249,0.9803921568627451,0.970873786407767,0.975609756097561,0.9939271255060729,0.9959432048681541,0.9949341438703141,0.0004935971033078112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
77,0.0012025841747741871,0.9916107382550335,0.9915880285761018,0.9916107382550335,0.9915945265203249,0.9803921568627451,0.970873786407767,0.975609756097561,0.9939271255060729,0.9959432048681541,0.9949341438703141,0.0004612256854072513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,breast_cancer,classification
