epoch,train_f1_PPancreas,train_accuracy,train_f1_NPancreas,train_recall_PPancreas,train_f1_score,train_precision,train_precision_PPancreas,train_loss,train_recall,train_precision_NPancreas,train_recall_NPancreas,val_f1_PPancreas,val_accuracy,val_f1_NPancreas,val_recall_PPancreas,val_f1_score,val_precision,val_precision_PPancreas,val_loss,val_recall,val_precision_NPancreas,val_recall_NPancreas,dataset,task
66,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0001770348801993681,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.733038754194488e-06,1.0,1.0,1.0,pancreas,classification
67,0.9971936389148737,0.9957386363636364,0.9911504424778761,1.0,0.9957257602348644,0.9957624872795116,0.9944029850746269,0.0007356228840804265,0.9957386363636364,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9906372389496855e-05,1.0,1.0,1.0,pancreas,classification
68,0.9981203007518797,0.9971590909090909,0.9941860465116279,0.9962476547842402,0.9971646793384094,0.9971919337887546,1.0,0.0003528964657975435,0.9971590909090909,0.9884393063583815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6217767779380665e-05,1.0,1.0,1.0,pancreas,classification
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.51694158626891e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3962719156717702e-05,1.0,1.0,1.0,pancreas,classification
70,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0003061259081081599,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.617393157030826e-06,1.0,1.0,1.0,pancreas,classification
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0610240085261466e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.829595889653402e-06,1.0,1.0,1.0,pancreas,classification
72,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00038375209379637454,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.80137821456645e-06,1.0,1.0,1.0,pancreas,classification
73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.873492085303455e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7880756425775788e-06,1.0,1.0,1.0,pancreas,classification
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.09747416910382e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.994473980249578e-06,1.0,1.0,1.0,pancreas,classification
75,0.99812734082397,0.9971590909090909,0.9941176470588236,1.0,0.9971533953213563,0.9971697111299914,0.9962616822429906,0.0006921470948126088,0.9971590909090909,1.0,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.89104356595569e-06,1.0,1.0,1.0,pancreas,classification
76,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0003334426516516942,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5007280029742765e-06,1.0,1.0,1.0,pancreas,classification
77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.751463735956019e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.759927908090917e-06,1.0,1.0,1.0,pancreas,classification
78,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0002660330453068127,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.279550931972732e-06,1.0,1.0,1.0,pancreas,classification
79,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00013686819909253245,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.168181352394061e-06,1.0,1.0,1.0,pancreas,classification
80,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0008894386021877795,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.3393835601984225e-06,1.0,1.0,1.0,pancreas,classification
81,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0004578669471997769,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.1439478945460655e-06,1.0,1.0,1.0,pancreas,classification
82,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00031456240705810245,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.057118859345792e-06,1.0,1.0,1.0,pancreas,classification
83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.166928318983165e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.486973585527846e-06,1.0,1.0,1.0,pancreas,classification
84,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0001936897131067574,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.098936143936457e-06,1.0,1.0,1.0,pancreas,classification
85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.720940088964694e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0199941119605104e-05,1.0,1.0,1.0,pancreas,classification
86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001004041735293206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.935239946990888e-06,1.0,1.0,1.0,pancreas,classification
87,0.99812734082397,0.9971590909090909,0.9941176470588236,1.0,0.9971533953213563,0.9971697111299914,0.9962616822429906,0.0005379543838134024,0.9971590909090909,1.0,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.709778365185643e-06,1.0,1.0,1.0,pancreas,classification
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.900284876228233e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.603558135380312e-06,1.0,1.0,1.0,pancreas,classification
89,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0003786953697458144,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.843619026729192e-06,1.0,1.0,1.0,pancreas,classification
