epoch,train_f1_PPancreas,train_accuracy,train_f1_NPancreas,train_recall_PPancreas,train_f1_score,train_precision,train_precision_PPancreas,train_loss,train_recall,train_precision_NPancreas,train_recall_NPancreas,val_f1_PPancreas,val_accuracy,val_f1_NPancreas,val_recall_PPancreas,val_f1_score,val_precision,val_precision_PPancreas,val_loss,val_recall,val_precision_NPancreas,val_recall_NPancreas,dataset,task
1,0.8617305976806423,0.7798295454545454,0.45993031358885017,0.9061913696060038,0.7641342218572099,0.7601058693461712,0.8214285714285714,0.029800939564169807,0.7798295454545454,0.5689655172413793,0.38596491228070173,0.9641434262948207,0.9488636363636364,0.9108910891089109,0.9453125,0.9496200616077545,0.9521538440084231,0.983739837398374,0.010448354254053398,0.9488636363636364,0.8679245283018868,0.9583333333333334,pancreas,classification
2,0.9366130558183539,0.9048295454545454,0.8091168091168092,0.9287054409005628,0.9056445072587458,0.9068208926092992,0.9446564885496184,0.013634206938811323,0.9048295454545454,0.7888888888888889,0.8304093567251462,0.9882352941176471,0.9829545454545454,0.9690721649484536,0.984375,0.9830089861624125,0.983141717674901,0.9921259842519685,0.004121899943460117,0.9829545454545454,0.9591836734693877,0.9791666666666666,pancreas,classification
3,0.9509433962264151,0.9261363636363636,0.8505747126436781,0.9455909943714822,0.9265640710948128,0.9271607830467541,0.9563567362428842,0.014452549579966051,0.9261363636363636,0.8361581920903954,0.8654970760233918,0.9844961240310077,0.9772727272727273,0.9574468085106383,0.9921875,0.9771190379799979,0.9772879294618426,0.9769230769230769,0.005194386403838342,0.9772727272727273,0.9782608695652174,0.9375,pancreas,classification
4,0.9606741573033708,0.9403409090909091,0.8764705882352941,0.9624765478424016,0.9402213017484828,0.9401215292615365,0.9588785046728971,0.010178838359107349,0.9403409090909091,0.8816568047337278,0.8713450292397661,0.9802371541501976,0.9715909090909091,0.9494949494949495,0.96875,0.9718529165169482,0.9727914438502675,0.992,0.005440659217790447,0.9715909090909091,0.9215686274509803,0.9791666666666666,pancreas,classification
5,0.9671361502347418,0.9502840909090909,0.8979591836734694,0.9662288930581614,0.9503332222773871,0.9503873526641656,0.9680451127819549,0.010430356703264724,0.9502840909090909,0.8953488372093024,0.9005847953216374,0.996078431372549,0.9943181818181818,0.9896907216494846,0.9921875,0.9943363287208041,0.9944341372912802,1.0,0.0014148105639668013,0.9943181818181818,0.9795918367346939,1.0,pancreas,classification
6,0.9813084112149533,0.9715909090909091,0.9408284023668639,0.9849906191369606,0.9714759090657723,0.9714456941880587,0.9776536312849162,0.005951149717227302,0.9715909090909091,0.9520958083832335,0.9298245614035088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00035114486871117896,1.0,1.0,1.0,pancreas,classification
7,0.9679245283018868,0.9517045454545454,0.9022988505747126,0.9624765478424016,0.9519842003312238,0.9524411552731834,0.9734345351043643,0.0075517017586124975,0.9517045454545454,0.8870056497175142,0.9181286549707602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0019013035820204425,1.0,1.0,1.0,pancreas,classification
8,0.9793621013133208,0.96875,0.935672514619883,0.9793621013133208,0.96875,0.96875,0.9793621013133208,0.0061165298353774815,0.96875,0.935672514619883,0.935672514619883,0.9660377358490566,0.9488636363636364,0.896551724137931,1.0,0.947087005382386,0.9522229595222296,0.9343065693430657,0.007827266288751905,0.9488636363636364,1.0,0.8125,pancreas,classification
9,0.9709465791940018,0.9559659090909091,0.9090909090909091,0.9718574108818011,0.9559219775070289,0.955883135302129,0.9700374531835206,0.008097130526121791,0.9559659090909091,0.9117647058823529,0.9064327485380117,0.9921259842519685,0.9886363636363636,0.9795918367346939,0.984375,0.9887075803836208,0.989090909090909,1.0,0.001715061712523245,0.9886363636363636,0.96,1.0,pancreas,classification
10,0.9783631232361242,0.9673295454545454,0.9333333333333333,0.975609756097561,0.9674254896091679,0.9675675201100137,0.9811320754716981,0.007154140911139125,0.9673295454545454,0.9252873563218391,0.9415204678362573,0.9921875,0.9886363636363636,0.9791666666666666,0.9921875,0.9886363636363636,0.9886363636363636,0.9921875,0.0012698797158505345,0.9886363636363636,0.9791666666666666,0.9791666666666666,pancreas,classification
11,0.9774859287054409,0.9659090909090909,0.9298245614035088,0.9774859287054409,0.9659090909090909,0.9659090909090909,0.9774859287054409,0.005322179204912655,0.9659090909090909,0.9298245614035088,0.9298245614035088,0.9921259842519685,0.9886363636363636,0.9795918367346939,0.984375,0.9887075803836208,0.989090909090909,1.0,0.0011552690491291949,0.9886363636363636,0.96,1.0,pancreas,classification
12,0.9820923656927427,0.9730113636363636,0.9452449567723343,0.9774859287054409,0.9731422138100867,0.9734014505853995,0.9867424242424242,0.005250244947422867,0.9730113636363636,0.9318181818181818,0.9590643274853801,0.9921259842519685,0.9886363636363636,0.9795918367346939,0.984375,0.9887075803836208,0.989090909090909,1.0,0.0013850479094385678,0.9886363636363636,0.96,1.0,pancreas,classification
13,0.9887640449438202,0.9829545454545454,0.9647058823529412,0.9906191369606003,0.982920371928138,0.9829076656628776,0.9869158878504672,0.0026972343176484255,0.9829545454545454,0.9704142011834319,0.9590643274853801,0.996078431372549,0.9943181818181818,0.9896907216494846,0.9921875,0.9943363287208041,0.9944341372912802,1.0,0.0010404034639412368,0.9943181818181818,0.9795918367346939,1.0,pancreas,classification
14,0.9962476547842402,0.9943181818181818,0.9883040935672515,0.9962476547842402,0.9943181818181818,0.9943181818181818,0.9962476547842402,0.001372546226941102,0.9943181818181818,0.9883040935672515,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003184377484020925,1.0,1.0,1.0,pancreas,classification
15,0.9915492957746479,0.9872159090909091,0.9737609329446064,0.9906191369606003,0.987228542871328,0.9872465212648429,0.9924812030075187,0.0024153693558136265,0.9872159090909091,0.9709302325581395,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003039194161829073,1.0,1.0,1.0,pancreas,classification
16,0.9906015037593985,0.9857954545454546,0.9709302325581395,0.9887429643527205,0.9858233966920473,0.9858725827393164,0.992467043314501,0.0025509446376914143,0.9857954545454546,0.9653179190751445,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000528373097371183,1.0,1.0,1.0,pancreas,classification
17,0.9943820224719101,0.9914772727272727,0.9823529411764705,0.9962476547842402,0.991460185964069,0.9914648929431461,0.9925233644859813,0.002350595433116806,0.9914772727272727,0.9881656804733728,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001828137061569247,1.0,1.0,1.0,pancreas,classification
18,0.9943609022556391,0.9914772727272727,0.9825581395348837,0.9924953095684803,0.9914940380152282,0.9915322582640355,0.9962335216572504,0.0012815818399345021,0.9914772727272727,0.976878612716763,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.070902963068379e-05,1.0,1.0,1.0,pancreas,classification
19,0.993439550140581,0.9900568181818182,0.9794721407624634,0.9943714821763602,0.9900468981467484,0.9900423914458532,0.9925093632958801,0.0018555296274950126,0.9900568181818182,0.9823529411764705,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.475364144732752e-05,1.0,1.0,1.0,pancreas,classification
20,0.993439550140581,0.9900568181818182,0.9794721407624634,0.9943714821763602,0.9900468981467484,0.9900423914458532,0.9925093632958801,0.0023297355423479034,0.9900568181818182,0.9823529411764705,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.240815746703778e-05,1.0,1.0,1.0,pancreas,classification
21,0.993439550140581,0.9900568181818182,0.9794721407624634,0.9943714821763602,0.9900468981467484,0.9900423914458532,0.9925093632958801,0.001948905247858916,0.9900568181818182,0.9823529411764705,0.9766081871345029,0.996078431372549,0.9943181818181818,0.9896907216494846,0.9921875,0.9943363287208041,0.9944341372912802,1.0,0.0008551470126059775,0.9943181818181818,0.9795918367346939,1.0,pancreas,classification
22,0.9962406015037594,0.9943181818181818,0.9883720930232558,0.9943714821763602,0.9943293586768188,0.994362096026395,0.9981167608286252,0.0009252978585540073,0.9943181818181818,0.9826589595375722,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002286284162768094,1.0,1.0,1.0,pancreas,classification
23,0.9962546816479401,0.9943181818181818,0.9882352941176471,0.99812382739212,0.9943067906427125,0.9943173020365688,0.994392523364486,0.0006725584159477711,0.9943181818181818,0.9940828402366864,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002483788963755532,1.0,1.0,1.0,pancreas,classification
24,0.9962476547842402,0.9943181818181818,0.9883040935672515,0.9962476547842402,0.9943181818181818,0.9943181818181818,0.9962476547842402,0.001365198724194918,0.9943181818181818,0.9883040935672515,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8324142435435945e-05,1.0,1.0,1.0,pancreas,classification
25,0.9971936389148737,0.9957386363636364,0.9911504424778761,1.0,0.9957257602348644,0.9957624872795116,0.9944029850746269,0.001423049594739661,0.9957386363636364,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.352909555761885e-05,1.0,1.0,1.0,pancreas,classification
26,0.9906542056074766,0.9857954545454546,0.9704142011834319,0.9943714821763602,0.9857379545328862,0.9857674506243987,0.9869646182495344,0.0024546535651097656,0.9857954545454546,0.9820359281437125,0.9590643274853801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1984206961695403e-05,1.0,1.0,1.0,pancreas,classification
27,0.993439550140581,0.9900568181818182,0.9794721407624634,0.9943714821763602,0.9900468981467484,0.9900423914458532,0.9925093632958801,0.0014176964066130247,0.9900568181818182,0.9823529411764705,0.9766081871345029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00024200251804855228,1.0,1.0,1.0,pancreas,classification
28,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00039818204804346766,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0260940051944502e-05,1.0,1.0,1.0,pancreas,classification
29,0.9943714821763602,0.9914772727272727,0.9824561403508771,0.9943714821763602,0.9914772727272727,0.9914772727272727,0.9943714821763602,0.0009379700285049611,0.9914772727272727,0.9824561403508771,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.402465193577386e-05,1.0,1.0,1.0,pancreas,classification
30,0.9962406015037594,0.9943181818181818,0.9883720930232558,0.9943714821763602,0.9943293586768188,0.994362096026395,0.9981167608286252,0.001307178595792183,0.9943181818181818,0.9826589595375722,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.83007937037804e-05,1.0,1.0,1.0,pancreas,classification
31,0.9915809167446211,0.9872159090909091,0.9734513274336283,0.9943714821763602,0.987177280704593,0.9871875151434387,0.9888059701492538,0.0021046023669400297,0.9872159090909091,0.9821428571428571,0.9649122807017544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.752479996270267e-05,1.0,1.0,1.0,pancreas,classification
32,0.9962406015037594,0.9943181818181818,0.9883720930232558,0.9943714821763602,0.9943293586768188,0.994362096026395,0.9981167608286252,0.0019347772400082745,0.9943181818181818,0.9826589595375722,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003439091180387715,1.0,1.0,1.0,pancreas,classification
33,0.9971936389148737,0.9957386363636364,0.9911504424778761,1.0,0.9957257602348644,0.9957624872795116,0.9944029850746269,0.0009561345709492095,0.9957386363636364,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.545146757752677e-05,1.0,1.0,1.0,pancreas,classification
34,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.0002479175583092993,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4286786195456939e-05,1.0,1.0,1.0,pancreas,classification
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00015358957738891894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1364871583778454e-05,1.0,1.0,1.0,pancreas,classification
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.081415447952499e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.587995048076581e-06,1.0,1.0,1.0,pancreas,classification
37,0.9971883786316776,0.9957386363636364,0.9912023460410557,0.99812382739212,0.9957343849200352,0.9957356008031404,0.9962546816479401,0.000975543324769164,0.9957386363636364,0.9941176470588236,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.389338381218046e-06,1.0,1.0,1.0,pancreas,classification
38,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.00040673674658881447,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00016161038003949878,1.0,1.0,1.0,pancreas,classification
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00011887792736719017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1288287747778337e-05,1.0,1.0,1.0,pancreas,classification
40,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00015656337908674024,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.906745769893777e-06,1.0,1.0,1.0,pancreas,classification
41,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00042332144239894245,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2151274094404387e-05,1.0,1.0,1.0,pancreas,classification
42,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.0003748614793049786,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.282530322928903e-06,1.0,1.0,1.0,pancreas,classification
43,0.9971883786316776,0.9957386363636364,0.9912023460410557,0.99812382739212,0.9957343849200352,0.9957356008031404,0.9962546816479401,0.0008980065262304296,0.9957386363636364,0.9941176470588236,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.378326294239907e-06,1.0,1.0,1.0,pancreas,classification
44,0.99812734082397,0.9971590909090909,0.9941176470588236,1.0,0.9971533953213563,0.9971697111299914,0.9962616822429906,0.0002622180931449624,0.9971590909090909,1.0,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.670901376138897e-06,1.0,1.0,1.0,pancreas,classification
45,0.9971883786316776,0.9957386363636364,0.9912023460410557,0.99812382739212,0.9957343849200352,0.9957356008031404,0.9962546816479401,0.00040592079823330675,0.9957386363636364,0.9941176470588236,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7263366254899832e-05,1.0,1.0,1.0,pancreas,classification
46,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.0003256855521271973,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.896853676489792e-06,1.0,1.0,1.0,pancreas,classification
47,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0005982787671285905,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7761840277145726e-05,1.0,1.0,1.0,pancreas,classification
48,0.9981203007518797,0.9971590909090909,0.9941860465116279,0.9962476547842402,0.9971646793384094,0.9971919337887546,1.0,0.0006098695830949262,0.9971590909090909,0.9884393063583815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.021138792350857e-05,1.0,1.0,1.0,pancreas,classification
49,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00025673705724474615,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3305196572136166e-05,1.0,1.0,1.0,pancreas,classification
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001526305067135974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.74683335248185e-06,1.0,1.0,1.0,pancreas,classification
51,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0003651758489437188,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.7353955443514595e-06,1.0,1.0,1.0,pancreas,classification
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4276125085421384e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.886764954007628e-06,1.0,1.0,1.0,pancreas,classification
53,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00020157603971039282,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.439711553707391e-06,1.0,1.0,1.0,pancreas,classification
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001570938946920044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1006979229046423e-06,1.0,1.0,1.0,pancreas,classification
55,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0005430699367601412,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.028916497979398e-06,1.0,1.0,1.0,pancreas,classification
56,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.0002191028534329317,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.410934389400857e-06,1.0,1.0,1.0,pancreas,classification
57,0.9971883786316776,0.9957386363636364,0.9912023460410557,0.99812382739212,0.9957343849200352,0.9957356008031404,0.9962546816479401,0.0012432323928650972,0.9957386363636364,0.9941176470588236,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.593797059279909e-05,1.0,1.0,1.0,pancreas,classification
58,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00036621710693845506,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0586258585218191e-05,1.0,1.0,1.0,pancreas,classification
59,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.000294727896247919,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1106455014503974e-05,1.0,1.0,1.0,pancreas,classification
60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00019556526060879068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.255268271155233e-06,1.0,1.0,1.0,pancreas,classification
61,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0003509038089362093,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.816876399545766e-06,1.0,1.0,1.0,pancreas,classification
62,0.99812382739212,0.9971590909090909,0.9941520467836257,0.99812382739212,0.9971590909090909,0.9971590909090909,0.99812382739212,0.0006811393006697389,0.9971590909090909,0.9941520467836257,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.101665274107787e-06,1.0,1.0,1.0,pancreas,classification
63,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0006088351379803084,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.914993631234127e-06,1.0,1.0,1.0,pancreas,classification
64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00013175982454330634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.019890595399458e-06,1.0,1.0,1.0,pancreas,classification
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00026189705826854237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.155671082358987e-06,1.0,1.0,1.0,pancreas,classification
