epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_precision_NPancreas,train_recall_NPancreas,train_f1_NPancreas,train_precision_PPancreas,train_recall_PPancreas,train_f1_PPancreas,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_precision_NPancreas,val_recall_NPancreas,val_f1_NPancreas,val_precision_PPancreas,val_recall_PPancreas,val_f1_PPancreas,dataset,task
15,0.0009088238181324083,0.9943181818181818,0.9943165065829015,0.9943181818181818,0.9943061201445349,0.9938650306748467,0.9818181818181818,0.9878048780487805,0.9944547134935305,0.9981447124304267,0.9962962962962963,0.00018865247429031032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
16,0.00037259808108170876,0.9957386363636364,0.9958147321428572,0.9957386363636364,0.9957518856065367,0.9821428571428571,1.0,0.990990990990991,1.0,0.9944341372912802,0.9972093023255814,0.00021950859809294343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
17,0.0004264572569974751,0.9957386363636364,0.9957352359981934,0.9957386363636364,0.9957341348090516,0.9939024390243902,0.9878787878787879,0.9908814589665653,0.9962962962962963,0.9981447124304267,0.9972196478220574,0.00015692776684194212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
18,0.0005320044126826608,0.9943181818181818,0.9943600368324126,0.9943181818181818,0.9942938264744904,1.0,0.9757575757575757,0.9877300613496932,0.992633517495396,1.0,0.9963031423290203,1.634788300593341e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
19,0.0006105846141508664,0.9957386363636364,0.9957531100237381,0.9957386363636364,0.9957430951198781,0.9879518072289156,0.9939393939393939,0.9909365558912386,0.9981412639405205,0.9962894248608535,0.9972144846796658,5.9703808967077e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
20,0.0003954980639016205,0.9943181818181818,0.9943639257797254,0.9943181818181818,0.994330015228199,0.9820359281437125,0.9939393939393939,0.9879518072289156,0.9981378026070763,0.9944341372912802,0.9962825278810409,2.5276510314142797e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
21,0.0007708740899116409,0.9914772727272727,0.9914943006989009,0.9914772727272727,0.9914407397117359,0.9937888198757764,0.9696969696969697,0.9815950920245399,0.990791896869245,0.9981447124304267,0.9944547134935305,2.4720732488441914e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
22,0.0005322367830393142,0.9914772727272727,0.9914634198201466,0.9914772727272727,0.9914591802168022,0.9877300613496932,0.9757575757575757,0.9817073170731707,0.9926062846580407,0.9962894248608535,0.9944444444444445,3.462028036499925e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
23,0.00016780884226880681,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.9806452862460652e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
24,2.355243660448733e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.95657289716341e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
25,6.808548126131923e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.537894891649061e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
26,6.94543274293706e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,3.6396660644558407e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
27,0.0003395715738695964,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.1500386087639278e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
28,0.00010030559744998094,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,8.991540239962474e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
29,2.440849410525268e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.270497757175525e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
30,5.1129887832633934e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0858985247482037e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
31,5.930610208017904e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,6.894250377213624e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
32,0.000404549896674408,0.9957386363636364,0.9957531100237381,0.9957386363636364,0.9957430951198781,0.9879518072289156,0.9939393939393939,0.9909365558912386,0.9981412639405205,0.9962894248608535,0.9972144846796658,2.5706863942270335e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
33,3.651465496287446e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.111503288395893e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
34,0.0009226236752717589,0.9914772727272727,0.9916347536360116,0.9914772727272727,0.9915124360218112,0.9704142011834319,0.9939393939393939,0.9820359281437125,0.9981308411214953,0.9907235621521335,0.994413407821229,5.970190861923832e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
35,0.0001120473070221289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.129308207114015e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
36,0.0009279035377548181,0.9928977272727273,0.9928882960704608,0.9928977272727273,0.9928902246817525,0.9878048780487805,0.9818181818181818,0.9848024316109423,0.9944444444444445,0.9962894248608535,0.995366079703429,0.00010296080836269539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
37,7.453838960910534e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.931336744823387e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
38,0.0001366547864604813,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,3.1814307063045405e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
39,0.00020587753834371887,0.9957386363636364,0.9958147321428572,0.9957386363636364,0.9957518856065367,0.9821428571428571,1.0,0.990990990990991,1.0,0.9944341372912802,0.9972093023255814,5.377003981266171e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
40,0.00022146058569722464,0.9957386363636364,0.9957352359981934,0.9957386363636364,0.9957341348090516,0.9939024390243902,0.9878787878787879,0.9908814589665653,0.9962962962962963,0.9981447124304267,0.9972196478220574,6.000786408383812e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
41,0.00021310459057779306,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,3.66338953302726e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
42,4.530571499634045e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.612347417071181e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
43,0.0004000805224677606,0.9957386363636364,0.9957352359981934,0.9957386363636364,0.9957341348090516,0.9939024390243902,0.9878787878787879,0.9908814589665653,0.9962962962962963,0.9981447124304267,0.9972196478220574,4.5746503308857264e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
44,5.199471980755664e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.220536359549442e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
45,0.0001545629177454347,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,3.565947469558689e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
46,0.0003280732360467069,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,3.6898846680990324e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
47,0.00015866339926808658,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,3.595327238640907e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
48,1.8780167186543455e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.843591866367867e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
49,0.0001290255549148159,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,2.2680398057094532e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
50,0.00014085254813587446,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.485353281664588e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
51,6.141401753335562e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.1247188307038e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
52,5.496249932755084e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4292482071389465e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
53,0.00011434061515170801,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.1463378004092109e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
54,1.54022866044298e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.322208576807911e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
55,4.470495453419558e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0683495805675523e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
56,1.881306770263274e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1692176361645e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
57,6.511983625304393e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4481877418471743e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
58,0.00024491886327124036,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.3468835484011585e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
59,0.00010884037313148424,0.9971590909090909,0.9971695933456561,0.9971590909090909,0.9971530600722673,1.0,0.9878787878787879,0.9939024390243902,0.9963031423290203,1.0,0.9981481481481481,7.5515414747232255e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
60,0.00016065196316297013,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.241636319222876e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
61,4.603776247077721e-05,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.0411761629504987e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
62,0.00012294725732689668,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.4423539844508262e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
63,7.951350983665344e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.4976254037306221e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
64,2.4869316162452876e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.093724627439356e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
65,5.80281712917564e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4375068820465293e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
66,1.97961694900848e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.848032941634962e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
67,5.701638011404694e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1994237183898804e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
68,0.00013803140027655238,0.9971590909090909,0.9971931137724552,0.9971590909090909,0.9971650076140995,0.9880239520958084,1.0,0.9939759036144579,1.0,0.9962894248608535,0.9981412639405205,1.1838066959833007e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
69,3.0359374306954123e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2309439305433692e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
70,3.058207962360691e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3853531692637427e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
71,1.4558992957476717e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2740553116104406e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
72,0.00015974529054057547,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,1.472387208940001e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
73,0.00019009955401439913,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9971590909090909,0.9939393939393939,0.9939393939393939,0.9939393939393939,0.9981447124304267,0.9981447124304267,0.9981447124304267,8.378971353357139e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
74,4.180797354406836e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1057522504581192e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
75,7.96392598607037e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.6227397653975377e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
76,6.559915134506478e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.963332398668916e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
77,0.0001390953579774842,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.2309243392006795e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
78,0.0002516844901740776,0.9971590909090909,0.9971695933456561,0.9971590909090909,0.9971530600722673,1.0,0.9878787878787879,0.9939024390243902,0.9963031423290203,1.0,0.9981481481481481,1.0195659890335016e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
79,5.3625849122082315e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.317243802325472e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
80,7.865018675478164e-05,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.2613684547928147e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
81,2.6853516730666755e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0998660658597972e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
82,7.579877135619675e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.5467630222784383e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
83,9.439743960952414e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,8.478525490896903e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
84,2.5375338612899544e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2630066025435967e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
85,9.915262021629381e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.681622941570822e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
86,8.802309332622826e-05,0.9985795454545454,0.9985821759259259,0.9985795454545454,0.9985780449363504,1.0,0.9939393939393939,0.9969604863221885,0.9981481481481481,1.0,0.9990732159406858,1.0210932197713356e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
87,0.00010405433643386046,0.9985795454545454,0.9985881024096386,0.9985795454545454,0.9985810317066259,0.9939759036144579,1.0,0.9969788519637462,1.0,0.9981447124304267,0.9990714948932219,1.0968745672554094e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
88,7.435631046994537e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.42388927879537e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
89,4.122379770747516e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0525233909158322e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
90,1.340926958060994e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7067677121799946e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
91,2.6185224152703252e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0110650195697831e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
92,1.2998130480148326e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1751149300339007e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
93,2.0080138741915025e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2797420781267151e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
94,6.56825205851419e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.528554053097402e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
95,2.667989129308394e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1145778464858516e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pancreas,classification
