epoch,train_loss,train_accuracy,train_mean_iou,train_mean_dice,train_iou_Class_0,train_dice_Class_0,train_iou_Class_1,train_dice_Class_1,val_loss,val_accuracy,val_mean_iou,val_mean_dice,val_iou_Class_0,val_dice_Class_0,val_iou_Class_1,val_dice_Class_1,dataset,task
1,0.019537996128201486,0.580458984375,0.3722837506155019,0.5245642949197502,0.5239031607104395,0.6875806471405931,0.22066434052056427,0.36154794269890733,0.02201504021883011,0.548172607421875,0.33911862665319203,0.48500920135368053,0.4985381701520495,0.6653659947833898,0.17969908315433464,0.3046524079239713,kvasir_seg,segmentation
2,0.0180092828720808,0.7709652709960938,0.5230599929858695,0.6580961541566601,0.7460242097319215,0.854540510462296,0.30009577623981737,0.46165179785102434,0.02056369125843048,0.82792236328125,0.5088639040582181,0.6155097804796299,0.8203172102425003,0.9012903966701702,0.19741059787393608,0.32972916428908966,kvasir_seg,segmentation
3,0.016849340349435808,0.828477783203125,0.5199987402654258,0.6309701023583498,0.8197445126603268,0.9009446182771265,0.22025296787052492,0.36099558643957325,0.01945471465587616,0.84991455078125,0.43160099321059114,0.47275972313407116,0.8496033663401631,0.9186870891366138,0.013598620081019216,0.02683235713152855,kvasir_seg,segmentation
4,0.015681818202137945,0.8493002319335937,0.463021755946087,0.5316453390243596,0.8473347035130999,0.9173591573868155,0.07870880837907417,0.14593152066190365,0.01700161337852478,0.863765869140625,0.5305484049139059,0.630239450960816,0.8588936344531948,0.9240912105289378,0.20220317537461688,0.3363876913926943,kvasir_seg,segmentation
5,0.014413538612425328,0.85137451171875,0.4487434247569054,0.5046251944310961,0.8502717463151503,0.9190776954882244,0.04721510319866043,0.0901726933739678,0.014678199589252473,0.886864013671875,0.6637436879061468,0.7781535816009275,0.8752053407443332,0.9334501366095025,0.45228203506796033,0.6228570265923526,kvasir_seg,segmentation
6,0.013292952626943588,0.8654531860351562,0.5351155255075141,0.6358918939368626,0.8604699959363884,0.9250028195195994,0.20976105507863982,0.3467809683541258,0.01367953523993492,0.871837158203125,0.6679478756914878,0.7857264695934756,0.854533740673656,0.9215618157081878,0.4813620107093198,0.6498911234787633,kvasir_seg,segmentation
7,0.011845993176102639,0.893951416015625,0.6504227135888503,0.7631382254651382,0.8853033865701361,0.9391627818382445,0.41554204060756456,0.5871136690920318,0.009903535544872284,0.90935546875,0.7285430278628615,0.831786973607655,0.8975601276910335,0.9460149531948608,0.5595259280346896,0.7175589940204491,kvasir_seg,segmentation
8,0.010392588637769222,0.9063201904296875,0.694279080641976,0.8024136977710563,0.896990347689845,0.9456983782571166,0.491567813594107,0.6591290172849961,0.01010752260684967,0.8809716796875,0.6910737408334613,0.8049009776971773,0.8634569308475389,0.9267259323829082,0.5186905508193838,0.6830760230114463,kvasir_seg,segmentation
9,0.009268766269087791,0.9151522827148437,0.7207143720066282,0.8240640027924231,0.9059539168137227,0.9506566856855078,0.5354748271995337,0.6974713198993384,0.008559627458453178,0.91452880859375,0.7441236793214647,0.8437224430659591,0.9027954397790827,0.9489148658921515,0.5854519188638468,0.7385300202397667,kvasir_seg,segmentation
10,0.008350436799228192,0.919647216796875,0.7308824973179638,0.8318904719245752,0.9108609183187105,0.9533513502595892,0.5509040763172172,0.7104295935895611,0.007762485593557358,0.92923828125,0.7663603026506927,0.8590588735939794,0.9203316034830294,0.9585132086705908,0.6123890018183559,0.759604538517368,kvasir_seg,segmentation
